country_iso3;neighbor_iso3;neighbor_qid;neighbor_name;country_qid;country;land_km
MOZ;ZMB;Q953;Zâmbia;Q1029;Moçambique;
MOZ;ZWE;Q954;Zimbábue;Q1029;Moçambique;
MRT;DZA;Q262;Argélia;Q1025;Mauritânia;
MRT;MLI;Q912;Mali;Q1025;Mauritânia;
MRT;SEN;Q1041;Senegal;Q1025;Mauritânia;
MUS;FRA;Q142;França;Q1027;Maurícia;
MUS;MDV;Q826;Maldivas;Q1027;Maurícia;
MUS;SYC;Q1042;Seychelles;Q1027;Maurícia;
MWI;MOZ;Q1029;Moçambique;Q1020;Malawi;
MWI;TZA;Q924;Tanzânia;Q1020;Malawi;
MWI;ZMB;Q953;Zâmbia;Q1020;Malawi;
MYS;BRN;Q921;Brunei;Q833;Malásia;
MYS;IDN;Q252;Indonésia;Q833;Malásia;
MYS;PHL;Q928;Filipinas;Q833;Malásia;
MYS;SGP;Q334;Singapura;Q833;Malásia;
MYS;THA;Q869;Tailândia;Q833;Malásia;
NAM;AGO;Q916;Angola;Q1030;Namíbia;
NAM;BWA;Q963;Botsuana;Q1030;Namíbia;
NAM;ZAF;Q258;África do Sul;Q1030;Namíbia;
NAM;ZMB;Q953;Zâmbia;Q1030;Namíbia;
NER;BEN;Q962;Benim;Q1032;Níger;
NER;BFA;Q965;Burquina Fasso;Q1032;Níger;
NER;DZA;Q262;Argélia;Q1032;Níger;
NER;LBY;Q1016;Líbia;Q1032;Níger;
NER;MLI;Q912;Mali;Q1032;Níger;
NER;NGA;Q1033;Nigéria;Q1032;Níger;
NER;TCD;Q657;Chade;Q1032;Níger;
NGA;BEN;Q962;Benim;Q1033;Nigéria;
NGA;CMR;Q1009;Camarões;Q1033;Nigéria;
NGA;NER;Q1032;Níger;Q1033;Nigéria;
NGA;STP;Q1039;São Tomé e Príncipe;Q1033;Nigéria;
NGA;TCD;Q657;Chade;Q1033;Nigéria;
NIC;COL;Q739;Colômbia;Q811;Nicarágua;
NIC;CRI;Q800;Costa Rica;Q811;Nicarágua;
NIC;HND;Q783;Honduras;Q811;Nicarágua;
NLD;BEL;Q31;Bélgica;Q29999;Reino dos Países Baixos;
NLD;DEU;Q183;Alemanha;Q29999;Reino dos Países Baixos;
NLD;FRA;Q142;França;Q29999;Reino dos Países Baixos;
NLD;VEN;Q717;Venezuela;Q29999;Reino dos Países Baixos;
NOR;FIN;Q33;Finlândia;Q20;Noruega;
NOR;RUS;Q159;Rússia;Q20;Noruega;
NOR;SWE;Q34;Suécia;Q20;Noruega;
NPL;CHN;Q148;China;Q837;Nepal;
NPL;IND;Q668;Índia;Q837;Nepal;
NZL;AUS;Q408;Austrália;Q664;Nova Zelândia;
OMN;ARE;Q878;Emirados Árabes Unidos;Q842;Omã;
OMN;IRN;Q794;Irão;Q842;Omã;
OMN;SAU;Q851;Arábia Saudita;Q842;Omã;
OMN;YEM;Q805;Iémen;Q842;Omã;
PAK;AFG;Q889;Afeganistão;Q843;Paquistão;
PAK;CHN;Q148;China;Q843;Paquistão;
PAK;IND;Q668;Índia;Q843;Paquistão;
PAK;IRN;Q794;Irão;Q843;Paquistão;
PAN;COL;Q739;Colômbia;Q804;Panamá;
PAN;CRI;Q800;Costa Rica;Q804;Panamá;
PAN;USA;Q30;Estados Unidos;Q804;Panamá;
PER;BOL;Q750;Bolívia;Q419;Peru;
PER;BRA;Q155;Brasil;Q419;Peru;
PER;CHL;Q298;Chile;Q419;Peru;
PER;COL;Q739;Colômbia;Q419;Peru;
PER;ECU;Q736;Equador;Q419;Peru;
PHL;CHN;Q148;China;Q928;Filipinas;
PHL;IDN;Q252;Indonésia;Q928;Filipinas;
PHL;JPN;Q17;Japão;Q928;Filipinas;
PHL;MYS;Q833;Malásia;Q928;Filipinas;
PHL;PLW;Q695;Palau;Q928;Filipinas;
PHL;TWN;Q865;Taiwan;Q928;Filipinas;
PLW;FSM;Q702;Micronésia;Q695;Palau;
PLW;IDN;Q252;Indonésia;Q695;Palau;
PLW;PHL;Q928;Filipinas;Q695;Palau;
PNG;AUS;Q408;Austrália;Q691;Papua-Nova Guiné;
PNG;FSM;Q702;Micronésia;Q691;Papua-Nova Guiné;
PNG;IDN;Q252;Indonésia;Q691;Papua-Nova Guiné;
PNG;SLB;Q685;Ilhas Salomão;Q691;Papua-Nova Guiné;
POL;BLR;Q184;Bielorrússia;Q36;Polónia;
POL;CZE;Q213;Chéquia;Q36;Polónia;
POL;DEU;Q183;Alemanha;Q36;Polónia;
POL;LTU;Q37;Lituânia;Q36;Polónia;
POL;RUS;Q159;Rússia;Q36;Polónia;
POL;SVK;Q214;Eslováquia;Q36;Polónia;
POL;UKR;Q212;Ucrânia;Q36;Polónia;
PRK;CHN;Q148;China;Q423;Coreia do Norte;
PRK;KOR;Q884;Coreia do Sul;Q423;Coreia do Norte;
PRK;RUS;Q159;Rússia;Q423;Coreia do Norte;
PRT;ESP;Q29;Espanha;Q45;Portugal;
PRY;ARG;Q414;Argentina;Q733;Paraguai;
PRY;BOL;Q750;Bolívia;Q733;Paraguai;
PRY;BRA;Q155;Brasil;Q733;Paraguai;
PSE;EGY;Q79;Egito;Q219060;Estado da Palestina;
PSE;ISR;Q801;Israel;Q219060;Estado da Palestina;
PSE;JOR;Q810;Jordânia;Q219060;Estado da Palestina;
QAT;IRN;Q794;Irão;Q846;Catar;
QAT;SAU;Q851;Arábia Saudita;Q846;Catar;
ROU;BGR;Q219;Bulgária;Q218;Roménia;
ROU;HUN;Q28;Hungria;Q218;Roménia;
ROU;MDA;Q217;Moldávia;Q218;Roménia;
ROU;SRB;Q403;Sérvia;Q218;Roménia;
ROU;UKR;Q212;Ucrânia;Q218;Roménia;
RUS;AZE;Q227;Azerbaijão;Q159;Rússia;
RUS;BLR;Q184;Bielorrússia;Q159;Rússia;
RUS;CHN;Q148;China;Q159;Rússia;
RUS;EST;Q191;Estónia;Q159;Rússia;
RUS;FIN;Q33;Finlândia;Q159;Rússia;
RUS;GEO;Q230;Geórgia;Q159;Rússia;
RUS;JPN;Q17;Japão;Q159;Rússia;
RUS;KAZ;Q232;Cazaquistão;Q159;Rússia;
RUS;LTU;Q37;Lituânia;Q159;Rússia;
RUS;LVA;Q211;Letónia;Q159;Rússia;
RUS;MNG;Q711;Mongólia;Q159;Rússia;
RUS;NOR;Q20;Noruega;Q159;Rússia;
RUS;POL;Q36;Polónia;Q159;Rússia;
RUS;PRK;Q423;Coreia do Norte;Q159;Rússia;
RUS;SWE;Q34;Suécia;Q159;Rússia;
RUS;UKR;Q212;Ucrânia;Q159;Rússia;
RUS;USA;Q30;Estados Unidos;Q159;Rússia;
RWA;BDI;Q967;Burundi;Q1037;Ruanda;
RWA;COD;Q974;República Democrática do Congo;Q1037;Ruanda;
RWA;TZA;Q924;Tanzânia;Q1037;Ruanda;
RWA;UGA;Q1036;Uganda;Q1037;Ruanda;
SAU;ARE;Q878;Emirados Árabes Unidos;Q851;Arábia Saudita;
SAU;BHR;Q398;Bahrein;Q851;Arábia Saudita;
SAU;EGY;Q79;Egito;Q851;Arábia Saudita;
SAU;IRN;Q794;Irão;Q851;Arábia Saudita;
SAU;IRQ;Q796;Iraque;Q851;Arábia Saudita;
SAU;JOR;Q810;Jordânia;Q851;Arábia Saudita;
SAU;KWT;Q817;Kuwait;Q851;Arábia Saudita;
SAU;OMN;Q842;Omã;Q851;Arábia Saudita;
SAU;QAT;Q846;Catar;Q851;Arábia Saudita;
SAU;YEM;Q805;Iémen;Q851;Arábia Saudita;
SDN;CAF;Q929;República Centro-Africana;Q1049;Sudão;
SDN;COD;Q974;República Democrática do Congo;Q1049;Sudão;
SDN;EGY;Q79;Egito;Q1049;Sudão;
SDN;ERI;Q986;Eritreia;Q1049;Sudão;
SDN;ETH;Q115;Etiópia;Q1049;Sudão;
SDN;KEN;Q114;Quénia;Q1049;Sudão;
SDN;LBY;Q1016;Líbia;Q1049;Sudão;
SDN;SSD;Q958;Sudão do Sul;Q1049;Sudão;
SDN;TCD;Q657;Chade;Q1049;Sudão;
SDN;UGA;Q1036;Uganda;Q1049;Sudão;
SEN;GIN;Q1006;Guiné;Q1041;Senegal;
SEN;GMB;Q1005;Gâmbia;Q1041;Senegal;
SEN;GNB;Q1007;Guiné-Bissau;Q1041;Senegal;
SEN;MLI;Q912;Mali;Q1041;Senegal;
SEN;MRT;Q1025;Mauritânia;Q1041;Senegal;
SGP;IDN;Q252;Indonésia;Q334;Singapura;
SGP;MYS;Q833;Malásia;Q334;Singapura;
SLB;AUS;Q408;Austrália;Q685;Ilhas Salomão;
SLB;FJI;Q712;Fiji;Q685;Ilhas Salomão;
SLB;FRA;Q142;França;Q685;Ilhas Salomão;
SLB;PNG;Q691;Papua-Nova Guiné;Q685;Ilhas Salomão;
SLB;VUT;Q686;Vanuatu;Q685;Ilhas Salomão;
SLE;GIN;Q1006;Guiné;Q1044;Serra Leoa;
SLE;LBR;Q1014;Libéria;Q1044;Serra Leoa;
SLV;GTM;Q774;Guatemala;Q792;El Salvador;
SLV;HND;Q783;Honduras;Q792;El Salvador;
SMR;ITA;Q38;Itália;Q238;San Marino;
SOM;DJI;Q977;Djibouti;Q1045;Somália;
SOM;ETH;Q115;Etiópia;Q1045;Somália;
SOM;KEN;Q114;Quénia;Q1045;Somália;
SRB;ALB;Q222;Albânia;Q403;Sérvia;
SRB;BGR;Q219;Bulgária;Q403;Sérvia;
SRB;BIH;Q225;Bósnia e Herzegovina;Q403;Sérvia;
SRB;HRV;Q224;Croácia;Q403;Sérvia;
SRB;HUN;Q28;Hungria;Q403;Sérvia;
SRB;MKD;Q221;Macedónia do Norte;Q403;Sérvia;
SRB;MNE;Q236;Montenegro;Q403;Sérvia;
SRB;ROU;Q218;Roménia;Q403;Sérvia;
SSD;CAF;Q929;República Centro-Africana;Q958;Sudão do Sul;
SSD;COD;Q974;República Democrática do Congo;Q958;Sudão do Sul;
SSD;ETH;Q115;Etiópia;Q958;Sudão do Sul;
SSD;KEN;Q114;Quénia;Q958;Sudão do Sul;
SSD;SDN;Q1049;Sudão;Q958;Sudão do Sul;
SSD;UGA;Q1036;Uganda;Q958;Sudão do Sul;
STP;GAB;Q1000;Gabão;Q1039;São Tomé e Príncipe;
STP;GNQ;Q983;Guiné Equatorial;Q1039;São Tomé e Príncipe;
STP;NGA;Q1033;Nigéria;Q1039;São Tomé e Príncipe;
SUR;BRA;Q155;Brasil;Q730;Suriname;
SUR;FRA;Q142;França;Q730;Suriname;
SUR;GUY;Q734;Guiana;Q730;Suriname;
SVK;AUT;Q40;Áustria;Q214;Eslováquia;
SVK;CZE;Q213;Chéquia;Q214;Eslováquia;
SVK;HUN;Q28;Hungria;Q214;Eslováquia;
SVK;POL;Q36;Polónia;Q214;Eslováquia;
SVK;UKR;Q212;Ucrânia;Q214;Eslováquia;
SVN;AUT;Q40;Áustria;Q215;Eslovénia;
SVN;HRV;Q224;Croácia;Q215;Eslovénia;
SVN;HUN;Q28;Hungria;Q215;Eslovénia;
SVN;ITA;Q38;Itália;Q215;Eslovénia;
SWE;DNK;Q35;Dinamarca;Q34;Suécia;
SWE;FIN;Q33;Finlândia;Q34;Suécia;
SWE;NOR;Q20;Noruega;Q34;Suécia;
SWZ;MOZ;Q1029;Moçambique;Q1050;Essuatíni;
SWZ;ZAF;Q258;África do Sul;Q1050;Essuatíni;
SXM;FRA;Q142;França;Q26273;São Martinho;
SYC;COM;Q970;Comores;Q1042;Seychelles;
SYC;FRA;Q142;França;Q1042;Seychelles;
SYC;MDG;Q1019;Madagáscar;Q1042;Seychelles;
SYC;MUS;Q1027;Maurícia;Q1042;Seychelles;
SYC;TZA;Q924;Tanzânia;Q1042;Seychelles;
SYR;IRQ;Q796;Iraque;Q858;Síria;
SYR;ISR;Q801;Israel;Q858;Síria;
SYR;JOR;Q810;Jordânia;Q858;Síria;
SYR;LBN;Q822;Líbano;Q858;Síria;
SYR;TUR;Q43;Turquia;Q858;Síria;
TCD;CAF;Q929;República Centro-Africana;Q657;Chade;
TCD;CMR;Q1009;Camarões;Q657;Chade;
TCD;LBY;Q1016;Líbia;Q657;Chade;
TCD;NER;Q1032;Níger;Q657;Chade;
TCD;NGA;Q1033;Nigéria;Q657;Chade;
TCD;SDN;Q1049;Sudão;Q657;Chade;
TGO;BEN;Q962;Benim;Q945;Togo;
TGO;BFA;Q965;Burquina Fasso;Q945;Togo;
TGO;GHA;Q117;Gana;Q945;Togo;
THA;KHM;Q424;Camboja;Q869;Tailândia;
THA;LAO;Q819;Laos;Q869;Tailândia;
THA;MMR;Q836;Myanmar;Q869;Tailândia;
THA;MYS;Q833;Malásia;Q869;Tailândia;
TJK;AFG;Q889;Afeganistão;Q863;Tajiquistão;
TJK;CHN;Q148;China;Q863;Tajiquistão;
TJK;KGZ;Q813;Quirguistão;Q863;Tajiquistão;
TJK;UZB;Q265;Uzbequistão;Q863;Tajiquistão;
TKM;AFG;Q889;Afeganistão;Q874;Turquemenistão;
TKM;IRN;Q794;Irão;Q874;Turquemenistão;
TKM;KAZ;Q232;Cazaquistão;Q874;Turquemenistão;
TKM;UZB;Q265;Uzbequistão;Q874;Turquemenistão;
TLS;AUS;Q408;Austrália;Q574;Timor-Leste;
TLS;IDN;Q252;Indonésia;Q574;Timor-Leste;
TON;USA;Q30;Estados Unidos;Q678;Tonga;
TTO;VEN;Q717;Venezuela;Q754;Trindade e Tobago;
TUN;DZA;Q262;Argélia;Q948;Tunísia;
TUN;LBY;Q1016;Líbia;Q948;Tunísia;
TUR;ARM;Q399;Arménia;Q43;Turquia;
TUR;AZE;Q227;Azerbaijão;Q43;Turquia;
TUR;BGR;Q219;Bulgária;Q43;Turquia;
TUR;GEO;Q230;Geórgia;Q43;Turquia;
TUR;GRC;Q41;Grécia;Q43;Turquia;
TUR;IRN;Q794;Irão;Q43;Turquia;
TUR;IRQ;Q796;Iraque;Q43;Turquia;
TUR;SYR;Q858;Síria;Q43;Turquia;
TWN;CHN;Q148;China;Q865;Taiwan;
TWN;JPN;Q17;Japão;Q865;Taiwan;
TWN;PHL;Q928;Filipinas;Q865;Taiwan;
TZA;BDI;Q967;Burundi;Q924;Tanzânia;
TZA;COD;Q974;República Democrática do Congo;Q924;Tanzânia;
TZA;KEN;Q114;Quénia;Q924;Tanzânia;
TZA;MOZ;Q1029;Moçambique;Q924;Tanzânia;
TZA;MWI;Q1020;Malawi;Q924;Tanzânia;
TZA;RWA;Q1037;Ruanda;Q924;Tanzânia;
TZA;SYC;Q1042;Seychelles;Q924;Tanzânia;
TZA;UGA;Q1036;Uganda;Q924;Tanzânia;
TZA;ZMB;Q953;Zâmbia;Q924;Tanzânia;
UGA;COD;Q974;República Democrática do Congo;Q1036;Uganda;
UGA;KEN;Q114;Quénia;Q1036;Uganda;
UGA;RWA;Q1037;Ruanda;Q1036;Uganda;
UGA;SDN;Q1049;Sudão;Q1036;Uganda;
UGA;SSD;Q958;Sudão do Sul;Q1036;Uganda;
UGA;TZA;Q924;Tanzânia;Q1036;Uganda;
UKR;BLR;Q184;Bielorrússia;Q212;Ucrânia;
UKR;HUN;Q28;Hungria;Q212;Ucrânia;
UKR;MDA;Q217;Moldávia;Q212;Ucrânia;
UKR;POL;Q36;Polónia;Q212;Ucrânia;
UKR;ROU;Q218;Roménia;Q212;Ucrânia;
UKR;RUS;Q159;Rússia;Q212;Ucrânia;
UKR;SVK;Q214;Eslováquia;Q212;Ucrânia;
URY;ARG;Q414;Argentina;Q77;Uruguai;
URY;BRA;Q155;Brasil;Q77;Uruguai;
USA;CAN;Q16;Canadá;Q30;Estados Unidos;
USA;MEX;Q96;México;Q30;Estados Unidos;
UZB;AFG;Q889;Afeganistão;Q265;Uzbequistão;
UZB;KAZ;Q232;Cazaquistão;Q265;Uzbequistão;
UZB;KGZ;Q813;Quirguistão;Q265;Uzbequistão;
UZB;TJK;Q863;Tajiquistão;Q265;Uzbequistão;
UZB;TKM;Q874;Turquemenistão;Q265;Uzbequistão;
VAT;ITA;Q38;Itália;Q237;Vaticano;
VCT;VEN;Q717;Venezuela;Q757;São Vicente e Granadinas;
VEN;BRA;Q155;Brasil;Q717;Venezuela;
VEN;COL;Q739;Colômbia;Q717;Venezuela;
VEN;DMA;Q784;Dominica;Q717;Venezuela;
VEN;DOM;Q786;República Dominicana;Q717;Venezuela;
VEN;FRA;Q142;França;Q717;Venezuela;
VEN;GBR;Q145;Reino Unido;Q717;Venezuela;
VEN;GRD;Q769;Granada;Q717;Venezuela;
VEN;GUY;Q734;Guiana;Q717;Venezuela;
VEN;KNA;Q763;São Cristóvão e Neves;Q717;Venezuela;
VEN;LCA;Q760;Santa Lúcia;Q717;Venezuela;
VEN;NLD;Q29999;Reino dos Países Baixos;Q717;Venezuela;
VEN;TTO;Q754;Trindade e Tobago;Q717;Venezuela;
VEN;USA;Q30;Estados Unidos;Q717;Venezuela;
VEN;VCT;Q757;São Vicente e Granadinas;Q717;Venezuela;
VNM;CHN;Q148;China;Q881;Vietname;
VNM;KHM;Q424;Camboja;Q881;Vietname;
VNM;LAO;Q819;Laos;Q881;Vietname;
VUT;AUS;Q408;Austrália;Q686;Vanuatu;
VUT;SLB;Q685;Ilhas Salomão;Q686;Vanuatu;
WSM;USA;Q30;Estados Unidos;Q683;Samoa;
YEM;OMN;Q842;Omã;Q805;Iémen;
YEM;SAU;Q851;Arábia Saudita;Q805;Iémen;
ZAF;BWA;Q963;Botsuana;Q258;África do Sul;
ZAF;LSO;Q1013;Lesoto;Q258;África do Sul;
ZAF;MOZ;Q1029;Moçambique;Q258;África do Sul;
ZAF;NAM;Q1030;Namíbia;Q258;África do Sul;
ZAF;SWZ;Q1050;Essuatíni;Q258;África do Sul;
ZAF;ZWE;Q954;Zimbábue;Q258;África do Sul;
ZMB;AGO;Q916;Angola;Q953;Zâmbia;
ZMB;BWA;Q963;Botsuana;Q953;Zâmbia;
ZMB;COD;Q974;República Democrática do Congo;Q953;Zâmbia;
ZMB;MOZ;Q1029;Moçambique;Q953;Zâmbia;
ZMB;MWI;Q1020;Malawi;Q953;Zâmbia;
ZMB;NAM;Q1030;Namíbia;Q953;Zâmbia;
ZMB;TZA;Q924;Tanzânia;Q953;Zâmbia;
ZMB;ZWE;Q954;Zimbábue;Q953;Zâmbia;
ZWE;BWA;Q963;Botsuana;Q954;Zimbábue;
ZWE;MOZ;Q1029;Moçambique;Q954;Zimbábue;
ZWE;ZAF;Q258;África do Sul;Q954;Zimbábue;
ZWE;ZMB;Q953;Zâmbia;Q954;Zimbábue;
