Iso3;ActorQID;ConflictQID;ConflictLabel;TypeQID;TypeLabel;Start;End;Tag
USA;Q30;Q4873060;Battle off Barbados;Q178561;batalha;;;all
USA;Q30;Q1668495;Battle of Kolombangara;Q178561;batalha;1943-07-12T00:00:00Z;1943-07-13T00:00:00Z;all
USA;Q30;Q4872616;Battle of Ty-ho Bay;Q178561;batalha;;;all
USA;Q30;Q16983820;Battle of Yerba Buena;Q178561;batalha;;;all
USA;Q30;Q16933103;Battle of San Felasco Hammock;Q178561;batalha;;;all
USA;Q30;Q548819;Batalha das Ilhas Komandorski;Q178561;batalha;;;all
USA;Q30;Q263142;Batalha do Mar de Java;Q178561;batalha;;;all
USA;Q30;Q5037073;Capture of the sloop Anne;Q178561;batalha;;;all
USA;Q30;Q482402;Incidente do Golfo de Tonkin;Q178561;batalha;1964-08-02T00:00:00Z;1964-08-04T00:00:00Z;all
USA;Q30;Q8244390;Battle of Providencia;Q178561;batalha;1845-02-19T00:00:00Z;1845-02-20T00:00:00Z;all
USA;Q30;Q2984928;USS Constellation vs L'Insurgente;Q178561;batalha;;;all
USA;Q30;Q701908;Batalha de Vella Lavella;Q178561;batalha;;;all
USA;Q30;Q783183;Ação de 1 de agosto de 1801;Q178561;batalha;;;all
USA;Q30;Q2597051;Battle of Blackett Strait;Q178561;batalha;;;all
USA;Q30;Q757871;Indian Ocean raid;Q178561;batalha;1942-03-31T00:00:00Z;1942-04-10T00:00:00Z;all
USA;Q30;Q2888502;Battle of Flamborough Head;Q178561;batalha;;;all
USA;Q30;Q135003285;Action of 7 July 1804;Q178561;batalha;;;all
USA;Q30;Q18207868;Ambush of the steamboat J. R. Williams;Q178561;batalha;;;all
USA;Q30;Q31821016;Battle of Muddy Flat;Q178561;batalha;1854-04-03T00:00:00Z;1854-04-04T00:00:00Z;all
USA;Q30;Q135412124;Battle of Malolo;Q178561;batalha;1840-07-24T00:00:00Z;1840-07-25T00:00:00Z;all
USA;Q30;Q4872646;Battle of Valparaíso;Q178561;batalha;;;all
USA;Q30;Q1387983;First Battle of Memphis;Q178561;batalha;;;all
USA;Q30;Q2171443;Batalha naval de 1 de janeiro de 1800;Q178561;batalha;;;all
USA;Q30;Q108081395;Batalha de Kandahar (2021);Q178561;batalha;2021-07-09T00:00:00Z;2021-08-16T00:00:00Z;all
USA;Q30;Q80264;Battle of Makassar Strait;Q178561;batalha;;;all
USA;Q30;Q4842568;Incidente da Bahia;Q178561;batalha;;;all
USA;Q30;Q14303815;Batalha pelo Castelo Itter;Q178561;batalha;;;all
USA;Q30;Q207165;Batalha do Mar de Coral;Q178561;batalha;1942-05-04T00:00:00Z;1942-05-08T00:00:00Z;all
USA;Q30;Q16834859;Battle of El Sauce;Q178561;batalha;;;all
USA;Q30;Q21187985;Skirmish at Ashley's Mills;Q178561;batalha;;;all
USA;Q30;Q19839896;Battle for Outpost Vegas;Q178561;batalha;1953-03-26T00:00:00Z;1953-03-30T00:00:00Z;all
USA;Q30;Q703203;atomic bombing of Hiroshima;Q645883;operação militar;;;all
USA;Q30;Q316868;Operação Gomorra;Q645883;operação militar;1943-07-24T00:00:00Z;1943-08-03T00:00:00Z;all
USA;Q30;Q1702524;Joint Combined Exchange Training;Q645883;operação militar;;;all
USA;Q30;Q387359;Red Flag exercise;Q645883;operação militar;;;all
USA;Q30;Q19646470;Invasão do Afeganistão pelos Estados Unidos;Q645883;operação militar;2001-10-07T00:00:00Z;2001-12-17T00:00:00Z;all
USA;Q30;Q67206124;Chesapeake campaign;Q645883;operação militar;1813-04-23T00:00:00Z;1814-09-14T00:00:00Z;all
USA;Q30;Q488;bombardeamentos de Hiroshima e Nagasaki;Q645883;operação militar;;;all
USA;Q30;Q29197866;Estados Unidos ataca base aérea Síria;Q645883;operação militar;;;all
USA;Q30;Q120355808;Vietnam Counteroffensive Phase II;Q645883;operação militar;1966-07-01T00:00:00Z;1967-05-31T00:00:00Z;all
USA;Q30;Q133287207;Operação Rough Rider;Q645883;operação militar;2025-03-15T00:00:00Z;;all
USA;Q30;Q120355811;Vietnam Counteroffensive Phase III;Q645883;operação militar;1967-06-01T00:00:00Z;1968-01-29T00:00:00Z;all
USA;Q30;Q39356102;Exercise Pitch Black 2008;Q645883;operação militar;2008-06-06T00:00:00Z;2008-06-27T00:00:00Z;all
USA;Q30;Q39355706;Exercise Pitch Black 2006;Q645883;operação militar;2006-07-31T00:00:00Z;2006-08-18T00:00:00Z;all
USA;Q30;Q116967972;Thracian Cooperation-23;Q645883;operação militar;2023-02-13T00:00:00Z;2023-02-22T00:00:00Z;all
USA;Q30;Q107390311;Tri-Lightning 2;Q645883;operação militar;;2021-06-29T00:00:00Z;all
USA;Q30;Q28005470;Interferência russa na eleição presidencial nos Estados Unidos em 2016;Q645883;operação militar;;;all
USA;Q30;Q107146821;Falcon Strike 21;Q645883;operação militar;;;all
USA;Q30;Q7509956;Invasion of Curaçao;Q645883;operação militar;1800-07-22T00:00:00Z;1800-09-25T00:00:00Z;all
USA;Q30;Q51844684;Bombardeio de Damasco e Homs em 2018;Q645883;operação militar;;;all
USA;Q30;Q107802;Invasão do Iraque em 2003;Q645883;operação militar;2003-03-20T00:00:00Z;2003-05-01T00:00:00Z;all
USA;Q30;Q666414;Invasão dos Aliados Ocidentais da Alemanha;Q645883;operação militar;1945-03-19T00:00:00Z;1945-05-08T00:00:00Z;all
USA;Q30;Q107316485;Noble Melinda 2021;Q645883;operação militar;2020-06-06T00:00:00Z;2021-06-20T00:00:00Z;all
USA;Q30;Q105871180;Wake Atoll raid;Q645883;operação militar;;;all
USA;Q30;Q459282;Invasão do Panamá pelos Estados Unidos em 1989;Q645883;operação militar;1989-12-20T00:00:00Z;1990-01-31T00:00:00Z;all
USA;Q30;Q45825724;Aerial Bombing of Gorla;Q645883;operação militar;;;all
USA;Q30;Q952774;Invasão do Canadá;Q645883;operação militar;1775-06-01T00:00:00Z;1776-10-01T00:00:00Z;all
USA;Q30;Q7097561;Operation Sky Shield;Q645883;operação militar;1960-01-01T00:00:00Z;1962-01-01T00:00:00Z;all
USA;Q30;Q16529679;Libyan missile attack against Lampedusa;Q645883;operação militar;;;all
USA;Q30;Q2418042;Bombardeio da embaixada chinesa em Belgrado;Q645883;operação militar;;;all
USA;Q30;Q4382340;atomic bombing of Nagasaki;Q645883;operação militar;;;all
USA;Q30;Q4940512;Bombardment of Samsun;Q645883;operação militar;;;all
USA;Q30;Q13441588;Allied bombings of Amsterdam-Noord;Q645883;operação militar;;;all
USA;Q30;Q160774;Bombardeios da Organização do Tratado do Atlântico Norte na Bósnia em 1995;Q645883;operação militar;1995-08-30T00:00:00Z;1995-09-20T00:00:00Z;all
USA;Q30;Q112118180;Marara 2022;Q645883;operação militar;2022-05-08T00:00:00Z;2022-05-18T00:00:00Z;all
USA;Q30;Q501866;Invasão de Granada;Q645883;operação militar;1983-10-25T00:00:00Z;1983-12-15T00:00:00Z;all
USA;Q30;Q109628410;POLARIS exercise;Q645883;operação militar;2021-11-18T00:00:00Z;2021-12-03T00:00:00Z;all
USA;Q30;Q121594957;Ogu Air Raid;Q645883;operação militar;;;all
USA;Q30;Q136090852;United States military campaign against cartels;Q645883;operação militar;2025-08-08T00:00:00Z;;all
USA;Q30;Q56882012;Northern France Campaign;Q645883;operação militar;1944-07-25T00:00:00Z;1944-09-14T00:00:00Z;all
USA;Q30;Q68829949;Little Rock Campaign;Q645883;operação militar;1863-08-01T00:00:00Z;1863-09-14T00:00:00Z;all
USA;Q30;Q123912788;Operação Guardião da Prosperidade;Q645883;operação militar;2023-12-18T00:00:00Z;2025-05-06T00:00:00Z;all
USA;Q30;Q3354667;Operation CHASE;Q645883;operação militar;1964-05-01T00:00:00Z;1970-01-01T00:00:00Z;all
USA;Q30;Q1533594;Operação Stösser;Q645883;operação militar;1944-12-17T00:00:00Z;1944-12-21T00:00:00Z;all
USA;Q30;Q60750873;Operation Faithful Patriot;Q645883;operação militar;;;all
USA;Q30;Q5655209;Capture of the merchant ship So San;Q645883;operação militar;;;all
USA;Q30;Q155723;Intervenção militar na Iugoslávia em 1999;Q645883;operação militar;1999-03-24T00:00:00Z;1999-06-10T00:00:00Z;all
USA;Q30;Q2994973;Campanha do Camboja;Q645883;operação militar;1970-04-29T00:00:00Z;1970-07-22T00:00:00Z;all
USA;Q30;Q922661;Operação El Dorado Canyon;Q645883;operação militar;;;all
USA;Q30;Q18651204;Missão Apoio Resoluto;Q645883;operação militar;2014-12-28T00:00:00Z;2021-07-12T00:00:00Z;all
USA;Q30;Q835874;Operation Clipper;Q645883;operação militar;1944-11-10T00:00:00Z;1944-11-22T00:00:00Z;all
USA;Q30;Q2026003;Operation Carpetbagger;Q645883;operação militar;1944-01-04T00:00:00Z;1945-04-01T00:00:00Z;all
USA;Q30;Q3760756;Georgia Sustainment and Stability Operations Program;Q645883;operação militar;2005-01-01T00:00:00Z;;all
USA;Q30;Q697403;Operation Plunder;Q645883;operação militar;1945-03-23T00:00:00Z;1945-03-24T00:00:00Z;all
USA;Q30;Q30089867;Al Hathla raid;Q645883;operação militar;;;all
USA;Q30;Q135350389;Burning of Solevu and Tye;Q645883;operação militar;;;all
USA;Q30;Q16919720;Operation Safehaven;Q645883;operação militar;;;all
USA;Q30;Q1763044;Operação Medusa;Q645883;operação militar;;;all
USA;Q30;Q5004700;Byzantine Foothold;Q645883;operação militar;;;all
USA;Q30;Q123913962;Raid on Madrid;Q645883;operação militar;1814-02-06T00:00:00Z;1814-02-07T00:00:00Z;all
USA;Q30;Q2890483;Siege of Fort Mackinac;Q645883;operação militar;;;all
USA;Q30;Q878102;Operação Amanhecer da Odisseia;Q645883;operação militar;2011-03-19T00:00:00Z;2011-03-31T00:00:00Z;all
USA;Q30;Q1989341;Georgia Train and Equip Program;Q645883;operação militar;2002-05-01T00:00:00Z;2007-09-01T00:00:00Z;all
USA;Q30;Q136469117;Capture of Mobile;Q645883;operação militar;;;all
USA;Q30;Q59449483;The struggle for the Negev 1947-1956;Q645883;operação militar;;;all
USA;Q30;Q123279245;Operação Encore;Q645883;operação militar;;;all
USA;Q30;Q612739;Operação Eagle Claw;Q645883;operação militar;1980-04-24T00:00:00Z;1980-04-25T00:00:00Z;all
USA;Q30;Q7097714;Operation Wheeler/Wallowa;Q645883;operação militar;1967-09-11T00:00:00Z;1968-11-11T00:00:00Z;all
USA;Q30;Q708181;Cerco de Bastogne;Q645883;operação militar;1944-12-20T00:00:00Z;1944-12-27T00:00:00Z;all
USA;Q30;Q108274219;Evacuação do Afeganistão de 2021;Q645883;operação militar;2021-08-15T00:00:00Z;2021-08-30T00:00:00Z;all
USA;Q30;Q1149680;Siege of Lexington;Q645883;operação militar;1861-09-13T00:00:00Z;1861-09-20T00:00:00Z;all
USA;Q30;Q1360624;Operação Varsity;Q645883;operação militar;;;all
USA;Q30;Q19085;morte de Osama bin Laden;Q645883;operação militar;;;all
USA;Q30;Q1758518;Japanese occupation of Kiska;Q645883;operação militar;1942-06-06T00:00:00Z;1943-07-28T00:00:00Z;all
USA;Q30;Q7097513;Operation Sea Dragon;Q645883;operação militar;1966-01-01T00:00:00Z;;all
USA;Q30;Q886842;Campanha das Carolinas;Q645883;operação militar;1865-01-01T00:00:00Z;1865-04-26T00:00:00Z;all
USA;Q30;Q1966024;Camden Expedition;Q645883;operação militar;1864-03-23T00:00:00Z;1864-05-03T00:00:00Z;all
USA;Q30;Q11296322;Operation Galvanic;Q645883;operação militar;1943-11-20T00:00:00Z;1943-11-23T00:00:00Z;all
USA;Q30;Q16049382;TPAJAX;Q645883;operação militar;;;all
USA;Q30;Q217145;Batalha de Guadalcanal;Q645883;operação militar;1942-08-07T00:00:00Z;1943-02-09T00:00:00Z;all
USA;Q30;Q1411096;Conquest of California;Q645883;operação militar;1846-06-15T00:00:00Z;1847-01-13T00:00:00Z;all
USA;Q30;Q2468365;Intervenção militar estrangeira no norte da Rússia;Q645883;operação militar;1918-06-01T00:00:00Z;1920-03-01T00:00:00Z;all
USA;Q30;Q16982109;Mississippi River Campaign;Q645883;operação militar;1862-02-06T00:00:00Z;1863-07-09T00:00:00Z;all
USA;Q30;Q114055272;Hill Project;Q645883;operação militar;;;all
USA;Q30;Q2156895;Campanha de Bornéu;Q645883;operação militar;1945-05-01T00:00:00Z;1945-08-15T00:00:00Z;all
USA;Q30;Q18121212;Intervenção militar na Síria e no Iraque;Q645883;operação militar;2014-09-22T00:00:00Z;;all
USA;Q30;Q18357682;Operation Nanook 2014;Q645883;operação militar;;;all
USA;Q30;Q16471;Batalha da Normandia;Q645883;operação militar;1944-06-06T00:00:00Z;1944-07-01T00:00:00Z;all
USA;Q30;Q18168329;Operation Nanook 2011;Q645883;operação militar;;;all
USA;Q30;Q2001082;Intervenção dos Aliados na Guerra Civil Russa;Q645883;operação militar;1918-01-01T00:00:00Z;1925-01-01T00:00:00Z;all
USA;Q30;Q18159629;Intervenção militar no Iraque;Q645883;operação militar;2014-06-15T00:00:00Z;;all
USA;Q30;Q891773;Bombardeio de Shimonoseki;Q645883;operação militar;1863-07-20T00:00:00Z;1864-09-06T00:00:00Z;all
USA;Q30;Q962723;Confederate Heartland Offensive;Q645883;operação militar;1862-08-14T00:00:00Z;1862-10-10T00:00:00Z;all
USA;Q30;Q658598;Intervenção na Sibéria;Q645883;operação militar;1918-08-01T00:00:00Z;1920-07-01T00:00:00Z;all
USA;Q30;Q2132802;Meridian campaign;Q645883;operação militar;1864-02-14T00:00:00Z;1864-02-20T00:00:00Z;all
USA;Q30;Q621676;Campanha de Appomattox;Q645883;operação militar;1865-03-29T00:00:00Z;1865-04-09T00:00:00Z;all
USA;Q30;Q217981;Invasão Aliada da Sicília;Q645883;operação militar;1943-07-09T00:00:00Z;1943-08-17T00:00:00Z;all
USA;Q30;Q82542;Ofensiva do Tet;Q645883;operação militar;1968-01-30T00:00:00Z;1968-09-23T00:00:00Z;all
USA;Q30;Q714196;Ofensiva da primavera de 1945 na Itália;Q645883;operação militar;1945-04-06T00:00:00Z;1945-05-02T00:00:00Z;all
USA;Q30;Q218678;Campanha Norte-Africana;Q645883;operação militar;1940-06-10T00:00:00Z;1943-05-16T00:00:00Z;all
USA;Q30;Q750567;Ofensiva da Primavera;Q645883;operação militar;1918-03-21T00:00:00Z;1918-07-18T00:00:00Z;all
USA;Q30;Q1426614;Expedição Sullivan;Q645883;operação militar;1779-06-18T00:00:00Z;1779-10-03T00:00:00Z;all
USA;Q30;Q2502519;Red River Campaign;Q645883;operação militar;1864-03-10T00:00:00Z;1864-05-22T00:00:00Z;all
USA;Q30;Q699036;Organização de Supervisão de Trégua das Nações Unidas;Q645883;operação militar;;;all
USA;Q30;Q151018;Batalha das Ardenas;Q645883;operação militar;1944-12-16T00:00:00Z;1945-01-25T00:00:00Z;all
USA;Q30;Q485256;Chinese Spring Offensive;Q645883;operação militar;1951-04-22T00:00:00Z;1951-06-10T00:00:00Z;all
USA;Q30;Q133821317;Chambelona War;Q350604;armed conflict;;;all
USA;Q30;Q255997;Rebelião Houthi no Iêmen;Q350604;armed conflict;2004-06-01T00:00:00Z;;all
USA;Q30;Q184425;Guerra do Pacífico;Q350604;armed conflict;1941-12-07T00:00:00Z;1945-09-02T00:00:00Z;all
USA;Q30;Q124254493;Ataques aéreos no Iêmen de 2024;Q350604;armed conflict;;;all
USA;Q30;Q553184;Conflito Gaza-Israel;Q350604;armed conflict;1948-05-15T00:00:00Z;;all
USA;Q30;Q524272;Frente do Sudeste da Ásia na Segunda Guerra Mundial;Q350604;armed conflict;1941-12-08T00:00:00Z;1945-09-09T00:00:00Z;all
USA;Q30;Q83853341;1984 DMZ incident;Q350604;armed conflict;;;all
USA;Q30;Q1501025;Guerra de Utah;Q350604;armed conflict;1857-03-01T00:00:00Z;1858-07-01T00:00:00Z;all
USA;Q30;Q12296445;Teatro de Operações do Pacífico;Q350604;armed conflict;1941-12-07T00:00:00Z;1946-03-02T00:00:00Z;all
USA;Q30;Q65920364;Crise no Golfo Pérsico de 2019-2020;Q350604;armed conflict;2019-05-05T00:00:00Z;2020-01-12T00:00:00Z;all
USA;Q30;Q111977533;Korean Theater;Q350604;armed conflict;1950-06-27T00:00:00Z;1953-07-27T00:00:00Z;all
USA;Q30;Q715314;China Burma India Theater;Q350604;armed conflict;;;all
USA;Q30;Q111977445;European Theater of Operations;Q350604;armed conflict;1917-04-06T00:00:00Z;1918-11-11T00:00:00Z;all
USA;Q30;Q18482565;Catástrofe demográfica;Q180684;conflito;1492-01-01T00:00:00Z;;lt1900
USA;Q30;Q286436;Rebelião da Al-Qaeda no Iémen;Q180684;conflito;1998-12-30T00:00:00Z;;ge1900
USA;Q30;Q132853278;American–Portuguese conflicts;Q180684;conflito;1900-01-01T00:00:00Z;2000-01-01T00:00:00Z;ge1900
USA;Q30;Q51557538;Disputa comercial entre China e Estados Unidos em 2018;Q180684;conflito;2018-07-06T00:00:00Z;;ge1900
USA;Q30;Q6124208;Schenck v. United States;Q180684;conflito;1920-01-01T00:00:00Z;1919-01-01T00:00:00Z;ge1900
USA;Q30;Q128160;Crise dos mísseis de Cuba;Q180684;conflito;1962-10-14T00:00:00Z;1962-10-28T00:00:00Z;ge1900
USA;Q30;Q4118051;First Battle of Bud Dajo;Q180684;conflito;1906-03-05T00:00:00Z;1906-03-08T00:00:00Z;ge1900
USA;Q30;Q589673;Crise dos reféns americanos no Irã;Q180684;conflito;1979-11-04T00:00:00Z;1981-01-20T00:00:00Z;ge1900
USA;Q30;Q133270291;Italo-Yugoslav crisis of 1953–54;Q180684;conflito;1953-10-01T00:00:00Z;1953-12-20T00:00:00Z;ge1900
USA;Q30;Q18737226;Crise Síria de 1957;Q180684;conflito;1957-08-18T00:00:00Z;1957-10-01T00:00:00Z;ge1900
USA;Q81931;Q8676;Guerra de Secessão;Q198;guerra;1861-04-12T00:00:00Z;1865-04-09T00:00:00Z;all
USA;Q81931;Q849680;Guerras indígenas nos Estados Unidos;Q198;guerra;1609-01-01T00:00:00Z;1924-01-01T00:00:00Z;all
USA;Q81931;Q193993;Battle of Pea Ridge;Q178561;batalha;1862-03-07T00:00:00Z;1862-03-08T00:00:00Z;all
USA;Q81931;Q572095;Battle of Pleasant Hill;Q178561;batalha;;;all
USA;Q81931;Q2640011;Battle of Barbourville;Q178561;batalha;;;all
USA;Q81931;Q2043320;Battle of Jackson;Q178561;batalha;;;all
USA;Q81931;Q4870552;Battle of Brice's Cross Roads;Q178561;batalha;;;all
USA;Q81931;Q1958052;Battle of Corrick's Ford;Q178561;batalha;;;all
USA;Q81931;Q4677179;Battle of Fayetteville;Q178561;batalha;;;all
USA;Q81931;Q2840763;Battle of Elkin's Ferry;Q178561;batalha;1864-04-03T00:00:00Z;1864-04-04T00:00:00Z;all
USA;Q81931;Q2748737;Second Battle of Collierville;Q178561;batalha;;;all
USA;Q81931;Q2457962;Battle of Devil's Backbone;Q178561;batalha;;;all
USA;Q81931;Q4870278;Battle of Altamaha Bridge;Q178561;batalha;;;all
USA;Q81931;Q2282207;Battle of Helena;Q178561;batalha;;;all
USA;Q81931;Q719252;Batalha de Antietam;Q178561;batalha;;;all
USA;Q81931;Q2313310;Battle of Selma;Q178561;batalha;;;all
USA;Q81931;Q2087443;Battle of Galveston Harbor;Q178561;batalha;;;all
USA;Q81931;Q3514809;Action off Galveston Light;Q178561;batalha;;;all
USA;Q81931;Q4090339;Battle of the Head of Passes;Q178561;batalha;;;all
USA;Q81931;Q676148;Battle of Mansfield;Q178561;batalha;;;all
USA;Q81931;Q33132;Batalha de Gettysburg;Q178561;batalha;1863-07-01T00:00:00Z;1863-07-03T00:00:00Z;all
USA;Q81931;Q1272132;Battle of Stones River;Q178561;batalha;1862-12-31T00:00:00Z;1863-01-02T00:00:00Z;all
USA;Q81931;Q2772670;Battle of Salem Church;Q178561;batalha;1863-05-03T00:00:00Z;1863-05-04T00:00:00Z;all
USA;Q81931;Q18207868;Ambush of the steamboat J. R. Williams;Q178561;batalha;;;all
USA;Q81931;Q1387983;First Battle of Memphis;Q178561;batalha;;;all
USA;Q81931;Q620244;Batalha de Bentonville;Q178561;batalha;1865-03-19T00:00:00Z;1865-03-21T00:00:00Z;all
USA;Q81931;Q4842568;Incidente da Bahia;Q178561;batalha;;;all
USA;Q81931;Q21187985;Skirmish at Ashley's Mills;Q178561;batalha;;;all
USA;Q81931;Q815195;Cerco de Petersburg;Q178561;batalha;1864-06-09T00:00:00Z;1865-03-25T00:00:00Z;all
USA;Q81931;Q4870769;Battle of Cockle Creek;Q178561;batalha;;;all
USA;Q81931;Q29075611;Battle of Lexington, Tennessee;Q178561;batalha;;;all
USA;Q81931;Q4872606;Battle of Tupelo;Q178561;batalha;1864-07-14T00:00:00Z;1864-07-15T00:00:00Z;all
USA;Q81931;Q5452506;First Battle of Collierville;Q178561;batalha;;;all
USA;Q81931;Q48776;Battle of Palmito Ranch;Q178561;batalha;1865-05-12T00:00:00Z;1865-05-13T00:00:00Z;all
USA;Q81931;Q104726548;Battle of St. Charles;Q178561;batalha;;;all
USA;Q81931;Q2364944;Battle of Cherbourg;Q178561;batalha;;;all
USA;Q81931;Q886842;Campanha das Carolinas;Q645883;operação militar;1865-01-01T00:00:00Z;1865-04-26T00:00:00Z;all
USA;Q81931;Q1966024;Camden Expedition;Q645883;operação militar;1864-03-23T00:00:00Z;1864-05-03T00:00:00Z;all
USA;Q81931;Q68829949;Little Rock Campaign;Q645883;operação militar;1863-08-01T00:00:00Z;1863-09-14T00:00:00Z;all
USA;Q81931;Q16982109;Mississippi River Campaign;Q645883;operação militar;1862-02-06T00:00:00Z;1863-07-09T00:00:00Z;all
USA;Q81931;Q962723;Confederate Heartland Offensive;Q645883;operação militar;1862-08-14T00:00:00Z;1862-10-10T00:00:00Z;all
USA;Q81931;Q2132802;Meridian campaign;Q645883;operação militar;1864-02-14T00:00:00Z;1864-02-20T00:00:00Z;all
USA;Q81931;Q621676;Campanha de Appomattox;Q645883;operação militar;1865-03-29T00:00:00Z;1865-04-09T00:00:00Z;all
USA;Q81931;Q2502519;Red River Campaign;Q645883;operação militar;1864-03-10T00:00:00Z;1864-05-22T00:00:00Z;all
USA;Q81931;Q7314469;Georgia in the American Civil War;Q180684;conflito;1861-01-19T00:00:00Z;1865-04-26T00:00:00Z;lt1900
USA;Q81931;Q18482565;Catástrofe demográfica;Q180684;conflito;1492-01-01T00:00:00Z;;lt1900
USA;Q7887623;Q126876;Campanha de Saratoga;Q645883;operação militar;1777-06-14T00:00:00Z;1777-10-17T00:00:00Z;all
USA;Q179997;Q40949;Guerra da Independência dos Estados Unidos;Q198;guerra;1775-04-19T00:00:00Z;1783-09-03T00:00:00Z;all
USA;Q179997;Q778010;Batalhas de Lexington e Concord;Q178561;batalha;;;all
USA;Q179997;Q1779439;Battle of The Cedars;Q178561;batalha;1776-05-18T00:00:00Z;1776-05-27T00:00:00Z;all
USA;Q179997;Q1247957;Batalha de Trois-Rivières;Q178561;batalha;;;all
USA;Q179997;Q2889477;Batalha de Nassau;Q178561;batalha;1776-03-03T00:00:00Z;1776-03-04T00:00:00Z;all
UZB;Q265;Q1122110;Guerra Civil do Tadjiquistão;Q198;guerra;1992-05-05T00:00:00Z;1997-06-27T00:00:00Z;all
UZB;Q265;Q4079409;Conflito de Batken;Q350604;armed conflict;1999-07-30T00:00:00Z;1999-09-27T00:00:00Z;all
UZB;Q68682;Q134728678;Battle of Yurchi;Q178561;batalha;;;all
UZB;Q68682;Q126708834;Battles for Dushanbe;Q178561;batalha;1921-12-01T00:00:00Z;1922-08-04T00:00:00Z;all
UZB;Q68682;Q130377092;Siege of Dushanbe;Q645883;operação militar;;;all
VAT;Q237;Q2909620;Bombardeio do Vaticano;Q645883;operação militar;;;all
VAT;Q106396892;Q130382187;Crusade against Francesco Ordelaffi;Q198;guerra;1356-01-25T00:00:00Z;1359-07-12T00:00:00Z;all
VAT;Q2829270;Q124255676;Byzantine expedition to Calabria;Q645883;operação militar;;;all
VAT;Q5154037;Q1138687;Batalha de Monteporzio;Q178561;batalha;;;all
VEN;Q717;Q136090852;United States military campaign against cartels;Q645883;operação militar;2025-08-08T00:00:00Z;;all
VEN;Q717;Q114662799;Q114662799;Q350604;armed conflict;1847-01-01T00:00:00Z;1848-01-01T00:00:00Z;all
VEN;Q717;Q123547055;Crise da Guiana Essequiba em 2023;Q180684;conflito;2023-10-23T00:00:00Z;2024-04-03T00:00:00Z;ge1900
VNM;Q881;Q10747221;Vietnamese–Laotian War of 1467–1480;Q198;guerra;1467-01-01T00:00:00Z;1480-01-01T00:00:00Z;all
VNM;Q881;Q635533;Guerra do Camboja (1979–1989);Q198;guerra;1977-04-30T00:00:00Z;1991-10-23T00:00:00Z;all
VNM;Q881;Q7242972;Song-Lý War;Q198;guerra;1075-01-01T00:00:00Z;1077-01-01T00:00:00Z;all
VNM;Q881;Q796498;Terceira Guerra da Indochina;Q198;guerra;1975-05-01T00:00:00Z;1991-10-23T00:00:00Z;all
VNM;Q881;Q2342102;Guerras na Indochina;Q198;guerra;1946-01-01T00:00:00Z;1989-01-01T00:00:00Z;all
VNM;Q881;Q623171;Guerra sino-vietnamita;Q198;guerra;1979-02-17T00:00:00Z;1979-03-16T00:00:00Z;all
VNM;Q881;Q113634243;Battle of Fakashan;Q178561;batalha;1981-05-05T00:00:00Z;1981-06-07T00:00:00Z;all
VNM;Q881;Q175767;Johnson South Reef Skirmish;Q178561;batalha;;;all
VNM;Q881;Q249853;Insurgência no Laos;Q350604;armed conflict;1975-12-02T00:00:00Z;;all
VNM;Q172640;Q817206;Guerra Civil do Camboja;Q198;guerra;1967-03-11T00:00:00Z;1975-04-17T00:00:00Z;all
VNM;Q172640;Q124616011;Battle of Vinh;Q198;guerra;;;all
VNM;Q172640;Q2342102;Guerras na Indochina;Q198;guerra;1946-01-01T00:00:00Z;1989-01-01T00:00:00Z;all
VNM;Q172640;Q8740;Guerra do Vietnã;Q198;guerra;1955-11-01T00:00:00Z;1975-04-30T00:00:00Z;all
VNM;Q172640;Q877450;Guerra Civil do Laos;Q198;guerra;1959-05-23T00:00:00Z;1975-12-02T00:00:00Z;all
VNM;Q172640;Q2889954;Batalha de Saigon (1968);Q178561;batalha;1968-01-30T00:00:00Z;1968-03-07T00:00:00Z;all
VNM;Q172640;Q259526;Batalha de Long Tan;Q178561;batalha;;;all
VNM;Q172640;Q843849;Operation Attleboro;Q178561;batalha;1966-09-14T00:00:00Z;1966-11-25T00:00:00Z;all
VNM;Q172640;Q682195;Operation Masher;Q178561;batalha;1966-01-24T00:00:00Z;1966-03-06T00:00:00Z;all
VNM;Q172640;Q487431;Battle of Tra Binh Dong;Q178561;batalha;1967-02-14T00:00:00Z;1967-02-15T00:00:00Z;all
VNM;Q172640;Q901263;Batalha de Dak To;Q178561;batalha;1967-11-03T00:00:00Z;1967-11-23T00:00:00Z;all
VNM;Q172640;Q482402;Incidente do Golfo de Tonkin;Q178561;batalha;1964-08-02T00:00:00Z;1964-08-04T00:00:00Z;all
VNM;Q172640;Q1519185;Operação Hastings;Q178561;batalha;1966-07-15T00:00:00Z;1966-08-03T00:00:00Z;all
VNM;Q172640;Q4870789;Battle of Coral–Balmoral;Q178561;batalha;1968-05-12T00:00:00Z;1968-06-06T00:00:00Z;all
VNM;Q172640;Q2994973;Campanha do Camboja;Q645883;operação militar;1970-04-29T00:00:00Z;1970-07-22T00:00:00Z;all
VNM;Q172640;Q120355808;Vietnam Counteroffensive Phase II;Q645883;operação militar;1966-07-01T00:00:00Z;1967-05-31T00:00:00Z;all
VNM;Q172640;Q82542;Ofensiva do Tet;Q645883;operação militar;1968-01-30T00:00:00Z;1968-09-23T00:00:00Z;all
