iso3;lake_name;area_km2;lat;lon;scalerank;featurecla;source
HND;Motagua;;15.179624161779016;-89.55811915660671;8;River;NaturalEarth_10m_rivers_lake_centerlines
HND;Ūla;;15.094433868857767;-87.97642782800992;7;River;NaturalEarth_10m_rivers_lake_centerlines
HRV;Canal Danúbio – Tisa – Danúbio;;46.00865584127775;18.901121836638854;6;River;NaturalEarth_10m_rivers_lake_centerlines
HRV;Danúbio;;45.169057580217235;22.533098991191267;2;River;NaturalEarth_10m_rivers_lake_centerlines
HRV;Drava;;46.595541537979564;14.588984585728197;7;River;NaturalEarth_10m_rivers_lake_centerlines
HRV;Mur;;46.56414978736015;16.190908826940948;6;River;NaturalEarth_10m_rivers_lake_centerlines
HRV;Sava;;45.19748348941773;17.923245633270188;7;River;NaturalEarth_10m_rivers_lake_centerlines
HUN;Canal Danúbio – Tisa – Danúbio;;46.00865584127775;18.901121836638854;6;River;NaturalEarth_10m_rivers_lake_centerlines
HUN;Danúbio;;45.169057580217235;22.533098991191267;2;River;NaturalEarth_10m_rivers_lake_centerlines
HUN;Mur;;46.56414978736015;16.190908826940948;6;River;NaturalEarth_10m_rivers_lake_centerlines
HUN;Mureș;;46.30919471306928;23.075881317906337;8;River;NaturalEarth_10m_rivers_lake_centerlines
HUN;Sió;;46.636250444378135;18.519208071386757;7;River;NaturalEarth_10m_rivers_lake_centerlines
HUN;Soroksári-Duna;;47.24824036807747;19.010749861472576;6;River;NaturalEarth_10m_rivers_lake_centerlines
HUN;Tisza;;47.7340526210101;22.07264183022462;6;River;NaturalEarth_10m_rivers_lake_centerlines
IDN;Asahan;;2.69993569913981;99.53911962420212;8;River;NaturalEarth_10m_rivers_lake_centerlines
IDN;Baliem;;-4.733374209799406;138.92347240183767;7;River;NaturalEarth_10m_rivers_lake_centerlines
IDN;Barito;;-1.1212254922667642;114.63761231233195;6;River;NaturalEarth_10m_rivers_lake_centerlines
IDN;Digul;;-6.354438930843574;140.12450169503506;6;River;NaturalEarth_10m_rivers_lake_centerlines
IDN;Fly;;-6.905088249555801;141.38741022727152;7;River;NaturalEarth_10m_rivers_lake_centerlines
IDN;Indragiri;;-0.5112569070162954;101.94758173377562;6;River;NaturalEarth_10m_rivers_lake_centerlines
IDN;Kapuas;;0.27076056124048464;111.3183979215262;6;River;NaturalEarth_10m_rivers_lake_centerlines
IDN;Kayan;;2.358300547185502;116.15975010076532;6;River;NaturalEarth_10m_rivers_lake_centerlines
IDN;Mahakam;;0.19611047228236383;115.68690592725619;7;River;NaturalEarth_10m_rivers_lake_centerlines
IDN;Mamberamo;;-2.3838023730165436;138.17034650937757;6;River;NaturalEarth_10m_rivers_lake_centerlines
IDN;Masi;;-3.118445773607882;103.69641247705913;9;River;NaturalEarth_10m_rivers_lake_centerlines
IDN;Pembuang;;-2.226105653048204;112.17554937706748;9;River;NaturalEarth_10m_rivers_lake_centerlines
IDN;Sepik;;-4.251938510486062;142.5041100928923;7;River;NaturalEarth_10m_rivers_lake_centerlines
IDN;Taritatu;;-3.4660932512757388;139.45812488133498;6;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Balak;;24.73897289404868;92.43994437015601;9;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Banas;;25.63147144238027;75.24329225659237;8;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Betwa;;24.856561648664133;78.60631701153243;9;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Beás;;31.945665623427143;76.07232473144201;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
IND;Bhima;;17.717649222055588;75.5616491522149;7;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Brahmani;;21.19080819754587;85.54355263959222;7;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Bramaputra;;29.12866798722035;95.03700351104936;2;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Chambal;;24.544327146225864;75.50724551041597;7;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
IND;Chenab;;31.832370763324832;73.79322536616579;6;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Gagara;;27.997121161205055;82.04558086578143;7;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Gandak;;27.471554445409975;84.14000771557258;9;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Ganges;;25.240705872444916;85.25818163867677;3;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Godavari;;18.60820861769688;78.46329988430264;5;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Indo;;30.84106349269755;72.0536703095188;3;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Indravati;;19.16067833533388;81.44491092073221;9;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Jhelum;;33.69137549681118;74.01148137493031;7;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
IND;Kaladan;;22.217956348624448;93.02404540014862;9;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Kaveri;;12.124328927356226;77.27577792588376;7;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
IND;Kolidam;;11.009473887991723;79.21253563738655;8;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Krishna;;16.358220718805253;79.18600408246871;6;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
IND;Lohit;;27.989878072608487;96.43926503370263;8;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Mahi;;23.193316015312103;74.05782098945878;7;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Mahäna Nadï;;21.669660046843823;83.59730413318132;6;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
IND;Manas;;27.17957486523379;91.31690484797545;7;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Narmada;;22.542975021723993;77.52768421089075;6;River;NaturalEarth_10m_rivers_lake_centerlines
IND;None;;12.276755334557995;78.62293286384417;9;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Palar;;12.872784837151993;78.9884758989515;8;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Parbati;;24.366440097813634;76.87316643187724;9;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Pennar;;14.494124054092982;78.29911595628975;7;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Ravi;;31.543487555787163;74.25373547028059;9;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Sankh;;22.77479658514683;84.30465115086966;7;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Sapt;;27.24364606865916;86.9350465190435;7;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Son;;24.269477559373854;82.60094823308721;9;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Sutlej;;31.248404880931638;77.4624864142918;6;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
IND;Tapi;;21.403956075658936;75.40808634868334;7;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Tel;;20.18807347784877;83.0676009805292;8;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Tista;;26.54244858226171;88.89430263403766;7;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Tungabhadra;;14.611223728958315;75.9022777086801;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
IND;Wainganga;;20.926009648150938;79.85505669764687;8;River;NaturalEarth_10m_rivers_lake_centerlines
IND;Yamuna;;27.539316675385503;78.74502187713449;6;River;NaturalEarth_10m_rivers_lake_centerlines
IRL;Shannon;;53.24768310245992;-8.179001539970963;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
IRN;Arax;;39.61449046761013;45.67436064657601;8;River;NaturalEarth_10m_rivers_lake_centerlines
IRN;Atrek;;37.60903701313964;56.356582930907074;7;River;NaturalEarth_10m_rivers_lake_centerlines
IRN;Chatt al-Arab;;30.459469946317018;48.0178644682176;3;River;NaturalEarth_10m_rivers_lake_centerlines
IRN;Hari;;35.28945471470566;62.60267778532738;8;River;NaturalEarth_10m_rivers_lake_centerlines
IRN;Helmand;;32.12733159479387;64.85381666030874;6;River;NaturalEarth_10m_rivers_lake_centerlines
IRN;Karkheh;;33.012258964795414;47.85462517464109;8;River;NaturalEarth_10m_rivers_lake_centerlines
IRN;Qizil Üzan;;36.62964200401941;48.004402762609544;9;River;NaturalEarth_10m_rivers_lake_centerlines
IRN;Sefīd-Rūd;;37.16082848536474;49.742250885199105;9;River;NaturalEarth_10m_rivers_lake_centerlines
IRN;Talkeh;;38.0193129575299;46.77420773201526;8;River;NaturalEarth_10m_rivers_lake_centerlines
IRQ;Atshan;;31.360851869788725;45.013445497122866;7;River;NaturalEarth_10m_rivers_lake_centerlines
IRQ;Canal Gharraf;;31.7354162656255;46.11287055245958;4;River;NaturalEarth_10m_rivers_lake_centerlines
IRQ;Canal Hindiyah;;31.941723547072154;44.52718930161921;7;River;NaturalEarth_10m_rivers_lake_centerlines
IRQ;Chatt al-Arab;;30.459469946317018;48.0178644682176;3;River;NaturalEarth_10m_rivers_lake_centerlines
IRQ;Eufrates;;32.77226743545202;43.96388816575337;3;River;NaturalEarth_10m_rivers_lake_centerlines
IRQ;Karkheh;;33.012258964795414;47.85462517464109;8;River;NaturalEarth_10m_rivers_lake_centerlines
IRQ;None;;30.61381999208521;47.68661854494206;8;River;NaturalEarth_10m_rivers_lake_centerlines
IRQ;Shatt al-Hilla;;32.062278175009894;44.8293801516399;7;River;NaturalEarth_10m_rivers_lake_centerlines
IRQ;Tigre;;33.97240975209513;44.65791265031571;4;River;NaturalEarth_10m_rivers_lake_centerlines
ISL;Drava;;64.52470768897739;-18.835817372060852;6;River;NaturalEarth_10m_rivers_lake_centerlines
ISL;Þjórsá;;64.03922376245319;-20.128169728024417;8;River;NaturalEarth_10m_rivers_lake_centerlines
ISR;Jordão;;31.901982998916136;35.50839216891207;6;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
ITA;Dora Baltea;;45.632579876736045;7.54411270360303;9;River;NaturalEarth_10m_rivers_lake_centerlines
ITA;Drava;;46.595541537979564;14.588984585728197;7;River;NaturalEarth_10m_rivers_lake_centerlines
ITA;Mincio;;45.22471339699563;10.766673855602388;7;River;NaturalEarth_10m_rivers_lake_centerlines
ITA;Ofanto;;41.075837057846364;15.677533653547092;9;River;NaturalEarth_10m_rivers_lake_centerlines
ITA;Pó;;45.02137015499961;9.732578245233002;6;River;NaturalEarth_10m_rivers_lake_centerlines
ITA;Tibre;;42.67865717661518;12.36939286952318;7;River;NaturalEarth_10m_rivers_lake_centerlines
ITA;Ticino;;45.95913995711312;8.665369135088586;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
ITA;Ádige;;45.85686114882103;11.202929890570955;8;River;NaturalEarth_10m_rivers_lake_centerlines
JOR;Jordão;;31.901982998916136;35.50839216891207;6;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
JPN;Ishikari;;43.57899367380372;142.1465703015218;6;River;NaturalEarth_10m_rivers_lake_centerlines
JPN;Mogami;;38.41163920344485;140.14501107211856;8;River;NaturalEarth_10m_rivers_lake_centerlines
JPN;Tone;;36.163258782416904;139.73393814817788;8;River;NaturalEarth_10m_rivers_lake_centerlines
KAB;Sir Dária;;43.77570441024262;66.01521301415556;5;River;NaturalEarth_10m_rivers_lake_centerlines
KAZ;Ili;;43.84973292208161;77.65393355954356;7;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
KAZ;Irtich;;48.73517485156858;83.78674452259003;2;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
KAZ;Ishim;;51.60292029313296;68.66915661824427;7;River;NaturalEarth_10m_rivers_lake_centerlines
KAZ;Sir Dária;;41.5677111203163;67.99629567467501;5;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
KAZ;Tobol;;54.789336412672206;64.64863835697864;5;River;NaturalEarth_10m_rivers_lake_centerlines
KAZ;Ural;;50.99725943025885;54.683872898063704;4;River;NaturalEarth_10m_rivers_lake_centerlines
KEN;None;;1.644930222587694;40.532509694880474;8;River;NaturalEarth_10m_rivers_lake_centerlines
KEN;Tana;;-0.839145608385145;37.5333441164764;7;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
KGZ;Naryn;;41.77582988051166;72.96014855951752;5;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
KGZ;Toxkan;;40.96360114107613;77.87406477354055;8;River;NaturalEarth_10m_rivers_lake_centerlines
KHM;Kong;;14.980439808575658;106.66941421867166;7;River;NaturalEarth_10m_rivers_lake_centerlines
KHM;Krong;;12.577879495193814;107.85184575109226;7;River;NaturalEarth_10m_rivers_lake_centerlines
KHM;Lago Tonle;;12.795890092053792;104.15951111904553;9;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
KHM;Mekong;;14.485274610839495;104.8302614617144;2;River;NaturalEarth_10m_rivers_lake_centerlines
KHM;None;;13.60492433378849;103.13669113740485;9;River;NaturalEarth_10m_rivers_lake_centerlines
KHM;Sreng;;13.822918431328091;103.66454583754155;7;River;NaturalEarth_10m_rivers_lake_centerlines
KHM;Srepok;;13.460512093406571;106.71836979707018;7;River;NaturalEarth_10m_rivers_lake_centerlines
KOR;Han;;37.55209792992646;126.97343326897038;7;River;NaturalEarth_10m_rivers_lake_centerlines
KOR;Nakdong;;36.07689492884417;128.60693399021974;8;River;NaturalEarth_10m_rivers_lake_centerlines
KOR;Namhan;;37.24088095656714;128.11442802117097;7;River;NaturalEarth_10m_rivers_lake_centerlines
KOS;Morava;;43.452983752660884;21.53874929179754;7;River;NaturalEarth_10m_rivers_lake_centerlines
LAO;Cả;;19.20619801696744;104.77470227807562;8;River;NaturalEarth_10m_rivers_lake_centerlines
LAO;Kong;;14.980439808575658;106.66941421867166;7;River;NaturalEarth_10m_rivers_lake_centerlines
LAO;Mekong;;24.08792075651873;99.94548947597876;2;River;NaturalEarth_10m_rivers_lake_centerlines
LAO;Ngun;;18.620291029932776;102.68311956197732;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
LAO;Ou;;21.33128624385015;102.31467724750206;7;River;NaturalEarth_10m_rivers_lake_centerlines
LBN;Jordão;;32.602374224097524;35.589110678086236;6;River;NaturalEarth_10m_rivers_lake_centerlines
LBR;Cess;;6.368402313579335;-8.752458068990164;9;River;NaturalEarth_10m_rivers_lake_centerlines
LBR;Saint Paul;;7.516820948021129;-9.69376795921439;8;River;NaturalEarth_10m_rivers_lake_centerlines
LKA;Mahaweli;;7.639116349387909;80.93524003607709;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
LKA;None;;7.203764260536067;81.46739860735364;9;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
LSO;Caledon;;-29.670057244950453;27.103878057431945;7;River;NaturalEarth_10m_rivers_lake_centerlines
LSO;Orange;;-30.050501390715834;26.734526693768192;6;River;NaturalEarth_10m_rivers_lake_centerlines
LTU;Neman;;55.08866481768366;22.54593085285401;7;River;NaturalEarth_10m_rivers_lake_centerlines
LTU;Neris;;54.744441491825235;25.822849226709714;7;River;NaturalEarth_10m_rivers_lake_centerlines
LUX;Mosela;;49.265647666280024;6.609919713184228;7;River;NaturalEarth_10m_rivers_lake_centerlines
LVA;Duína Ocidental;;55.94927255371611;28.635921233657253;5;River;NaturalEarth_10m_rivers_lake_centerlines
MAR;Cebu;;34.099552744909616;-5.392521264771171;8;River;NaturalEarth_10m_rivers_lake_centerlines
MAR;Morbeia;;32.68106107235022;-6.84852580156553;9;River;NaturalEarth_10m_rivers_lake_centerlines
MAR;Moulouya;;33.666992905441084;-3.7583155494217295;9;River;NaturalEarth_10m_rivers_lake_centerlines
MAR;Suz;;30.434449256957265;-9.084386269431496;9;River;NaturalEarth_10m_rivers_lake_centerlines
MDA;Dniestre;;48.263762569124935;26.978679482636238;6;River;NaturalEarth_10m_rivers_lake_centerlines
MDA;Prut;;47.52157181727024;26.905843285992233;7;River;NaturalEarth_10m_rivers_lake_centerlines
MDG;Betsiboka;;-17.67106384964845;46.96636308871848;7;River;NaturalEarth_10m_rivers_lake_centerlines
MDG;Mananantanana;;-21.54947851677912;46.487630253525786;6;River;NaturalEarth_10m_rivers_lake_centerlines
MDG;Mangoky;;-21.679579465869587;44.52797918869821;6;River;NaturalEarth_10m_rivers_lake_centerlines
MDG;Mania;;-20.150433946317676;46.55354986271605;7;River;NaturalEarth_10m_rivers_lake_centerlines
MDG;Maningory;;-17.497596303649487;48.51913416049418;9;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
MDG;Onilahy;;-23.215706427304703;45.09132839475794;8;River;NaturalEarth_10m_rivers_lake_centerlines
MDG;Tsiribihina;;-19.71812168124786;44.93490978165637;7;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Atengo;;22.00281185842969;-103.53695768917775;8;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Balsas;;16.63041257246064;-97.0180109969653;8;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Bavispe;;30.270274453039928;-108.8520498536968;8;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Chixoy;;15.663763246300945;-90.72163878099128;5;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Coatzacoalcos;;18.044785872464246;-94.44360247466074;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
MEX;Colorado;;36.59828997870588;-111.45120042109195;5;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Conchos;;27.536691007293783;-105.52769762068401;7;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
MEX;Cuilco;;15.433431888187961;-91.92752847934406;7;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Fuerte;;26.61807038212439;-108.53444020831921;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
MEX;Grande;;29.389215359136937;-102.06197255865706;4;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
MEX;Grande de Santiago;;20.90561585906607;-103.69587915339248;6;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
MEX;Grijalva;;16.35721885028751;-92.74458242077613;7;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
MEX;Lerma;;20.063094313299555;-100.49244253556515;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
MEX;Moctezuma;;20.923901279957818;-99.08016156491371;8;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Papaloapan;;18.326452034063944;-95.94023657958542;7;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Pecos;;32.6616299126725;-103.59457430000928;7;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Purificación;;24.104723383488956;-99.39734319124089;9;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Pánuco;;22.09007457447025;-98.17568001807341;6;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Rio Batepito;;31.209053054702697;-109.25632743281399;9;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;San Juan;;26.16822856593886;-98.96676728830427;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
MEX;San Miguel;;26.726795100350348;-107.38846097967316;8;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;San Pedro;;22.95263823790888;-104.77254817805368;8;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Soto la Marina;;23.99391553329794;-98.72253239542492;9;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
MEX;Urique;;27.253438008164263;-107.48248291740857;8;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Usumacinta;;17.59894013216764;-91.59356974294408;5;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Verde;;26.29914263618036;-106.5526578863385;8;River;NaturalEarth_10m_rivers_lake_centerlines
MEX;Yaqui;;28.870930369677453;-109.63195457106177;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
MKD;Drin;;41.88804259224195;20.1231997270931;9;River;NaturalEarth_10m_rivers_lake_centerlines
MLI;Bafing;;12.09274529058364;-10.901101611326546;4;River;NaturalEarth_10m_rivers_lake_centerlines
MLI;Bagoé;;10.868664196848874;-6.427985902143016;9;River;NaturalEarth_10m_rivers_lake_centerlines
MLI;Bakoy;;13.663959131936238;-10.375037650100165;8;River;NaturalEarth_10m_rivers_lake_centerlines
MLI;Bani;;13.485338920816401;-5.183719466878254;7;River;NaturalEarth_10m_rivers_lake_centerlines
MLI;Baoulé;;13.64617826560349;-8.879594323726437;8;River;NaturalEarth_10m_rivers_lake_centerlines
MLI;Komoé;;8.180472632407493;-4.0877415448230465;7;River;NaturalEarth_10m_rivers_lake_centerlines
MLI;Níger;;11.936020717309985;-0.843297936737357;3;River;NaturalEarth_10m_rivers_lake_centerlines
MLI;Senegal;;15.662394669201205;-13.668177535844459;4;River;NaturalEarth_10m_rivers_lake_centerlines
MMR;Chindwin;;24.550651516328983;95.34992197797033;7;River;NaturalEarth_10m_rivers_lake_centerlines
MMR;Irauádi;;21.252618917106616;95.83069819062749;4;River;NaturalEarth_10m_rivers_lake_centerlines
MMR;Kaladan;;22.217956348624448;93.02404540014862;9;River;NaturalEarth_10m_rivers_lake_centerlines
MMR;Mekong;;24.08792075651873;99.94548947597876;2;River;NaturalEarth_10m_rivers_lake_centerlines
MMR;Myitnge;;22.460270189855414;97.10869458302703;8;River;NaturalEarth_10m_rivers_lake_centerlines
MMR;Mytitha;;22.51493288546116;94.06282350457452;9;River;NaturalEarth_10m_rivers_lake_centerlines
MMR;N'Mai;;26.96702461830555;98.14782851064913;4;River;NaturalEarth_10m_rivers_lake_centerlines
MMR;Ping;;17.654350940072344;99.10689829418934;7;River;NaturalEarth_10m_rivers_lake_centerlines
MMR;Salween;;25.638650236474852;98.45749891021046;4;River;NaturalEarth_10m_rivers_lake_centerlines
MMR;Sittong;;18.950267528908906;96.46851569884008;7;River;NaturalEarth_10m_rivers_lake_centerlines
MNE;Bojana;;41.97410172255585;19.402453000990295;9;River;NaturalEarth_10m_rivers_lake_centerlines
MNE;Drina;;43.79490825022587;19.231427663516854;8;River;NaturalEarth_10m_rivers_lake_centerlines
MNG;Herlen;;47.85278401494307;112.28256423787353;9;River;NaturalEarth_10m_rivers_lake_centerlines
MNG;Ider;;48.65456473249458;98.79981922777621;2;River;NaturalEarth_10m_rivers_lake_centerlines
MNG;Onon;;49.86200544756803;112.81606063047236;8;River;NaturalEarth_10m_rivers_lake_centerlines
MNG;Orkhon;;48.42977948977737;103.77246858682831;8;River;NaturalEarth_10m_rivers_lake_centerlines
MNG;Selenga;;50.40446286945682;104.92212838209862;2;River;NaturalEarth_10m_rivers_lake_centerlines
MNG;Shishhid Gol;;51.38094195479129;99.36888466384896;4;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
MOZ;Chire;;-16.126695003274147;35.10320790474196;3;River;NaturalEarth_10m_rivers_lake_centerlines
MOZ;Licungo;;-16.559742936320276;37.06315803888803;9;River;NaturalEarth_10m_rivers_lake_centerlines
MOZ;Ligonha;;-15.783786464961413;38.458826406314515;9;River;NaturalEarth_10m_rivers_lake_centerlines
MOZ;Limpopo;;-23.193699542329636;30.535969846621576;6;River;NaturalEarth_10m_rivers_lake_centerlines
MOZ;Lúrio;;-14.207197702486907;38.2598537880932;7;River;NaturalEarth_10m_rivers_lake_centerlines
MOZ;Maputo;;-26.84150859497681;32.41129627242499;8;River;NaturalEarth_10m_rivers_lake_centerlines
MOZ;Mazowe;;-16.96185517677708;32.42474912912565;7;River;NaturalEarth_10m_rivers_lake_centerlines
MOZ;Púnguè;;-18.905328254819082;33.940182848516116;9;River;NaturalEarth_10m_rivers_lake_centerlines
MOZ;Rovuma;;-11.280818437181463;37.39293200637149;6;River;NaturalEarth_10m_rivers_lake_centerlines
MOZ;Save;;-20.49979534420002;32.82790476242821;7;River;NaturalEarth_10m_rivers_lake_centerlines
MOZ;Zambeze;;-16.453751839758358;29.625267856702386;3;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
MRT;Senegal;;15.662394669201205;-13.668177535844459;4;River;NaturalEarth_10m_rivers_lake_centerlines
MWI;Chire;;-14.633758671649698;35.24933242201671;3;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
MYS;Bajang;;2.22761016913441;112.51045118597395;7;River;NaturalEarth_10m_rivers_lake_centerlines
MYS;Baram;;3.625227331417506;114.67042769077318;9;River;NaturalEarth_10m_rivers_lake_centerlines
MYS;Igan;;2.5837524357965567;111.80995396793722;7;River;NaturalEarth_10m_rivers_lake_centerlines
MYS;None;;4.961496505920223;101.12833064718939;8;River;NaturalEarth_10m_rivers_lake_centerlines
MYS;Pão;;3.7980408425813783;102.64125498808758;7;River;NaturalEarth_10m_rivers_lake_centerlines
NAM;Auob;;-24.875197814608466;18.819549883650804;8;River;NaturalEarth_10m_rivers_lake_centerlines
NAM;Cuando;;-15.766751937659272;21.46390074528984;7;River;NaturalEarth_10m_rivers_lake_centerlines
NAM;Cubango;;-19.597419694303053;23.245559847505422;6;River;NaturalEarth_10m_rivers_lake_centerlines
NAM;Cuito;;-15.582469980253054;19.200609668568426;9;River;NaturalEarth_10m_rivers_lake_centerlines
NAM;Cunene;;-16.10547826651152;14.389466561879598;7;River;NaturalEarth_10m_rivers_lake_centerlines
NAM;Orange;;-28.781705550389812;20.03055182037818;4;River;NaturalEarth_10m_rivers_lake_centerlines
NAM;Zambeze;;-15.730759026851834;27.74869558669833;3;River;NaturalEarth_10m_rivers_lake_centerlines
NER;Iobe;;13.442204198477615;13.81483027688937;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
NER;Níger;;11.936020717309985;-0.843297936737357;3;River;NaturalEarth_10m_rivers_lake_centerlines
NGA;Benue;;8.911195944136288;13.29426310022006;4;River;NaturalEarth_10m_rivers_lake_centerlines
NGA;Bunga;;11.348293221726067;9.83399176108565;8;River;NaturalEarth_10m_rivers_lake_centerlines
NGA;Chari;;11.00096507066564;16.176784321907526;6;River;NaturalEarth_10m_rivers_lake_centerlines
NGA;Gongola;;10.351748725604352;10.87063593187663;8;River;NaturalEarth_10m_rivers_lake_centerlines
NGA;Hadejia;;12.086654353300725;9.141228901355559;9;River;NaturalEarth_10m_rivers_lake_centerlines
NGA;Iobe;;13.442204198477615;13.81483027688937;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
NGA;Kaduna;;9.628611766660134;5.925704308966412;7;River;NaturalEarth_10m_rivers_lake_centerlines
NGA;Mariga;;11.00495316084362;6.457252261091329;7;River;NaturalEarth_10m_rivers_lake_centerlines
NGA;Níger;;11.936020717309985;-0.843297936737357;3;River;NaturalEarth_10m_rivers_lake_centerlines
NGA;Ogum;;7.685490809173619;3.563631577551304;9;River;NaturalEarth_10m_rivers_lake_centerlines
NGA;Sokoto;;12.41586827446578;5.332618915957183;7;River;NaturalEarth_10m_rivers_lake_centerlines
NIC;Coco;;14.336396642241535;-84.97868578889894;6;River;NaturalEarth_10m_rivers_lake_centerlines
NIC;Grande de Matagalpa;;12.915887296621062;-84.7234673052271;7;River;NaturalEarth_10m_rivers_lake_centerlines
NIC;Mico;;12.122625909510054;-84.44498933295183;8;River;NaturalEarth_10m_rivers_lake_centerlines
NIC;San Juan;;11.564476608565515;-85.34233912062199;5;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
NLD;Issel;;52.2519140346975;6.085720708219061;4;River;NaturalEarth_10m_rivers_lake_centerlines
NLD;Lek;;51.9400885439258;4.715506839793861;4;River;NaturalEarth_10m_rivers_lake_centerlines
NLD;Mosa;;50.12848226599765;5.39401446126368;8;River;NaturalEarth_10m_rivers_lake_centerlines
NLD;Reno;;50.751555593933105;7.114147341557329;4;River;NaturalEarth_10m_rivers_lake_centerlines
NLD;Reno Baixo;;51.96064741617755;5.695661516401392;4;River;NaturalEarth_10m_rivers_lake_centerlines
NLD;Waal;;51.78138049159965;4.526651545445159;4;River;NaturalEarth_10m_rivers_lake_centerlines
