iso3,country,site,site_qid,type,year,lat,lon
RUS,Rússia,Ilhas Solovetsky,Q205711,Património Mundial da Unesco,1992,65.024444,35.710556
RUS,Rússia,Lago Baikal,Q5513,Património Mundial da Unesco,1996,53.30277778,108.00472222
RUS,Rússia,Istmo da Curlândia,Q5595,Património Mundial da Unesco,2000,55.274444444444,20.970833333333
RUS,Rússia,Ancient City of Tauric Chersonese and its Chora,Q64532917,grupo,2013,44.61083,33.49139
RUS,Rússia,Mosteiro da Trindade-São Sérgio,Q211962,Património Mundial da Unesco,1993,56.31035,38.13065
RUS,Rússia,Convento de Novodevichy,Q270725,Património Mundial da Unesco,2004,55.725972222222,37.556583333333
RUS,Rússia,Pilares do Lena,Q277683,Património Mundial da Unesco,2012,61.106944444444,127.36166666667
RUS,Rússia,Kizhi Pogost,Q477462,Património Mundial da Unesco,1990,62.06767,35.22345
RUS,Rússia,Florestas Virgens de Komi,Q593870,Património Mundial da Unesco,2014,65.06666667,60.15
RUS,Rússia,Florestas Virgens de Komi,Q593870,Património Mundial da Unesco,1995,65.06666667,60.15
RUS,Rússia,Complexo Arquitectónico e Histórico do Kremlin de Kazan,Q603622,Património Mundial da Unesco,2000,55.797442,49.10724
RUS,Rússia,Centro Histórico de São Petersburgo e Conjuntos Monumentais Relacionados,Q616578,Património Mundial da Unesco,1990,59.938888888889,30.315555555556
RUS,Rússia,Kenozyorsky National Park,Q738716,Património Mundial da Unesco,2014,62.05,38.1
RUS,Rússia,Kenozyorsky National Park,Q738716,Património Mundial da Unesco,2024,62.05,38.1
RUS,Rússia,Cáucaso Ocidental,Q834521,Património Mundial da Unesco,1999,43.56883,40.664174
RUS,Rússia,Cáucaso Ocidental,Q834521,Património Mundial da Unesco,2014,43.56883,40.664174
RUS,Rússia,Mosteiro de Ferapontov,Q838256,Património Mundial da Unesco,2000,59.956388888889,38.5675
RUS,Rússia,Monumentos de Vladimir e de Suzdal,Q838264,Património Mundial da Unesco,1992,56.15,40.4167
RUS,Rússia,Monumentos Históricos de Novgorod e Arredores,Q1218832,Património Mundial da Unesco,1992,58.51833333,31.28555556
RUS,Rússia,Caverna de Kapova,Q1643788,Património Mundial da Unesco,2018,53.044444444444,57.063888888889
RUS,Rússia,Caverna de Kapova,Q1643788,Património Mundial da Unesco,2025,53.044444444444,57.063888888889
RUS,Rússia,Astronomical Observatory of the University of Kazan,Q4071782,Património Mundial da Unesco,2023,55.79083333,49.11916667
RUS,Rússia,Centro Histórico da Cidade de Yaroslavl,Q4204534,Património Mundial da Unesco,2005,57.623611,39.8875
RUS,Rússia,Mosteiro da Assunção,Q4411008,Património Mundial da Unesco,2017,55.770124,48.652451
RUS,Rússia,Kremlin e Praça Vermelha,Q16961872,Património Mundial da Unesco,1990,55.75361111,37.62
RUS,Rússia,Kremlin e Praça Vermelha,Q16961872,conjunto de estruturas ou edifícios,1990,55.75361111,37.62
RUS,Rússia,Petroglyphs of Lake Onega and the White Sea,Q64808630,conjunto de estruturas ou edifícios,2018,61.7299,36.012639
RUS,Rússia,Petroglyphs of Lake Onega and the White Sea,Q64808630,conjunto de estruturas ou edifícios,2021,61.7299,36.012639
RUS,Rússia,Churches of the Pskov School of Architecture,Q66053233,conjunto de estruturas ou edifícios,2019,57.8072,28.3286
RUS,Rússia,Astronomical Observatories of Kazan Federal University,Q122730525,conjunto de estruturas ou edifícios,2023,55.790908333333,49.119097222222
RUS,Rússia,Volcanoes of Kamchatka,Q64746144,grupo de áreas protegidas,1996,53.5,158.83
RUS,Rússia,Volcanoes of Kamchatka,Q64746144,grupo de áreas protegidas,1996,54.9253,160.5403
RUS,Rússia,Volcanoes of Kamchatka,Q64746144,grupo de áreas protegidas,1996,55.67,157.6699
RUS,Rússia,Volcanoes of Kamchatka,Q64746144,grupo de áreas protegidas,1996,52.0,157.8299
RUS,Rússia,Volcanoes of Kamchatka,Q64746144,grupo de áreas protegidas,1996,56.1,160.5501
RUS,Rússia,Central Sikhote-Alin,Q64787152,grupo de áreas protegidas,2001,46.68333,136.66111
RUS,Rússia,Landscapes of Dauria,Q64787456,grupo de áreas protegidas,2017,49.93022,115.42544
RUS,Rússia,Uvs Nuur Basin,Q64797735,grupo de áreas protegidas,2003,50.275,92.71972
RUS,Rússia,Western Caucasus,Q64798261,grupo de áreas protegidas,1999,44.0,40.0
RUS,Rússia,Western Caucasus,Q64798261,grupo de áreas protegidas,2014,44.0,40.0
RUS,Rússia,Lago Baikal,Q5513,lago,1996,53.30277778,108.00472222
RUS,Rússia,Cathedral of the Nativity in Suzdal,Q2494499,igreja,,56.416666666667,40.4425
RUS,Rússia,Mesquita de Derbent Juma,Q4116323,mesquita,,42.055277777778,48.279722222222
RUS,Rússia,Ilhas Solovetsky,Q205711,arquipélago,1992,65.024444,35.710556
RUS,Rússia,Cáucaso Ocidental,Q834521,cordilheira,1999,43.56883,40.664174
RUS,Rússia,Cáucaso Ocidental,Q834521,cordilheira,2014,43.56883,40.664174
RUS,Rússia,Naryn-kala,Q2263092,cidadela,,42.05302,48.27412
RUS,Rússia,Fortificações de Derbent,Q4158661,fortificação,,42.044013,48.258756
RUS,Rússia,Cathedral of the Nativity in Suzdal,Q2494499,atração turística,,56.416666666667,40.4425
RUS,Rússia,Monumentos Históricos de Novgorod e Arredores,Q1218832,povoamento humano,1992,58.51833333,31.28555556
RUS,Rússia,Caverna de Kapova,Q1643788,caverna,2018,53.044444444444,57.063888888889
RUS,Rússia,Caverna de Kapova,Q1643788,caverna,2025,53.044444444444,57.063888888889
RUS,Rússia,Planalto Putorana,Q277576,maciço,2010,69.0,93.0
RUS,Rússia,Pilares do Lena,Q277683,Chaminés de fada,2012,61.106944444444,127.36166666667
RUS,Rússia,Derbent,Q131416,organização territorial administrativa da Rússia,,42.057777777778,48.288888888889
RUS,Rússia,Florestas Virgens de Komi,Q593870,floresta primária,2014,65.06666667,60.15
RUS,Rússia,Florestas Virgens de Komi,Q593870,floresta primária,1995,65.06666667,60.15
RUS,Rússia,Astronomical Observatory of the University of Kazan,Q4071782,observatório astronómico,2023,55.79083333,49.11916667
RUS,Rússia,Engelhardt Observatory,Q4071797,observatório astronómico,2023,55.839722,48.8125
RUS,Rússia,Ilhas Solovetsky,Q205711,património histórico,1992,65.024444,35.710556
RUS,Rússia,Centro Histórico da Cidade de Yaroslavl,Q4204534,património histórico,2005,57.623611,39.8875
RUS,Rússia,Mosteiro da Trindade-São Sérgio,Q211962,Laura,1993,56.31035,38.13065
RUS,Rússia,Centro Histórico de São Petersburgo e Conjuntos Monumentais Relacionados,Q616578,espaço urbano,1990,59.938888888889,30.315555555556
RUS,Rússia,Centro Histórico da Cidade de Yaroslavl,Q4204534,espaço urbano,2005,57.623611,39.8875
RUS,Rússia,Caverna de Kapova,Q1643788,sítio arqueológico,2018,53.044444444444,57.063888888889
RUS,Rússia,Caverna de Kapova,Q1643788,sítio arqueológico,2025,53.044444444444,57.063888888889
RUS,Rússia,Florestas Virgens de Komi,Q593870,paisagem natural,2014,65.06666667,60.15
RUS,Rússia,Florestas Virgens de Komi,Q593870,paisagem natural,1995,65.06666667,60.15
RUS,Rússia,Cáucaso Ocidental,Q834521,paisagem natural,1999,43.56883,40.664174
RUS,Rússia,Cáucaso Ocidental,Q834521,paisagem natural,2014,43.56883,40.664174
RUS,Rússia,Mosteiro da Trindade-São Sérgio,Q211962,ponto de referência,1993,56.31035,38.13065
RUS,Rússia,"Church of the Ascension, Kolomenskoye",Q220951,ponto de referência,1994,55.667222222222,37.670833333333
RUS,Rússia,Convento de Novodevichy,Q270725,ponto de referência,2004,55.725972222222,37.556583333333
RUS,Rússia,Kizhi Pogost,Q477462,ponto de referência,1990,62.06767,35.22345
RUS,Rússia,Complexo Arquitectónico e Histórico do Kremlin de Kazan,Q603622,ponto de referência,2000,55.797442,49.10724
RUS,Rússia,Centro Histórico de São Petersburgo e Conjuntos Monumentais Relacionados,Q616578,ponto de referência,1990,59.938888888889,30.315555555556
RUS,Rússia,Mosteiro de Ferapontov,Q838256,ponto de referência,2000,59.956388888889,38.5675
RUS,Rússia,Naryn-kala,Q2263092,ponto de referência,,42.05302,48.27412
RUS,Rússia,Cathedral of the Nativity in Suzdal,Q2494499,ponto de referência,,56.416666666667,40.4425
RUS,Rússia,Astronomical Observatory of the University of Kazan,Q4071782,ponto de referência,2023,55.79083333,49.11916667
RUS,Rússia,Mesquita de Derbent Juma,Q4116323,ponto de referência,,42.055277777778,48.279722222222
RUS,Rússia,Fortaleza de Derbent,Q4158660,ponto de referência,,42.052651,48.274969
RUS,Rússia,Fortificações de Derbent,Q4158661,ponto de referência,,42.044013,48.258756
RUS,Rússia,Mosteiro da Assunção,Q4411008,ponto de referência,2017,55.770124,48.652451
RUS,Rússia,Igreja Armênia do São Salvador (Derbente),Q4505008,ponto de referência,,42.057012,48.287047
RUS,Rússia,Istmo da Curlândia,Q5595,cordão litoral,2000,55.274444444444,20.970833333333
RUS,Rússia,"Church of the Ascension, Kolomenskoye",Q220951,igreja ortodoxa,1994,55.667222222222,37.670833333333
RUS,Rússia,Kenozyorsky National Park,Q738716,parque nacional da Russia,2014,62.05,38.1
RUS,Rússia,Kenozyorsky National Park,Q738716,parque nacional da Russia,2024,62.05,38.1
RUS,Rússia,Arco Geodésico de Struve,Q192243,complexo de edifícios,2005,52.289444444444,25.649444444444
RUS,Rússia,Kizhi Pogost,Q477462,conjunto de edifícios,1990,62.06767,35.22345
RUS,Rússia,Centro Histórico de São Petersburgo e Conjuntos Monumentais Relacionados,Q616578,conjunto de edifícios,1990,59.938888888889,30.315555555556
RUS,Rússia,Fortaleza de Derbent,Q4158660,forte,,42.052651,48.274969
RUS,Rússia,Derbent,Q131416,cidade grande,,42.057777777778,48.288888888889
RUS,Rússia,Fortaleza de Derbent,Q4158660,monumento,,42.052651,48.274969
RUS,Rússia,Arco Geodésico de Struve,Q192243,meridiano (geodesia),2005,52.289444444444,25.649444444444
RUS,Rússia,Montanhas Douradas do Altai,Q155495,área protegida,1998,50.466666666667,86.0
RUS,Rússia,Complexo Arquitectónico e Histórico do Kremlin de Kazan,Q603622,kremlin,2000,55.797442,49.10724
RUS,Rússia,Zapovednik Wrangel Island,Q985595,área protegida,2004,71.233333333333,179.4
RUS,Rússia,Centro Histórico da Cidade de Yaroslavl,Q4204534,distrito histórico,2005,57.623611,39.8875
RUS,Rússia,Cultural and Historic Ensemble of the Solovetsky Islands,Q15980181,grupo,1992,65.08333333,35.66666667
RUS,Rússia,Monumentos de Vladimir e de Suzdal,Q838264,conjunto de estruturas ou edifícios,1992,56.15,40.4167
RUS,Rússia,Caverna de Kapova,Q1643788,gruta com arte pré-histórica,2018,53.044444444444,57.063888888889
RUS,Rússia,Caverna de Kapova,Q1643788,gruta com arte pré-histórica,2025,53.044444444444,57.063888888889
RUS,Rússia,"Church of the Ascension, Kolomenskoye",Q220951,parte do Património Mundial,1994,55.667222222222,37.670833333333
RUS,Rússia,Cathedral of the Nativity in Suzdal,Q2494499,Catedral Ortodoxa Oriental,,56.416666666667,40.4425
RUS,Rússia,Derbent,Q131416,cidade/povo,,42.057777777778,48.288888888889
RWA,Ruanda,Floresta Nyungwe,Q1356828,floresta,2023,-2.5282157,29.2758463
RWA,Ruanda,Kigali Genocide Memorial Centre,Q6405906,museu,,-1.930886,30.060713
RWA,Ruanda,Kigali Genocide Memorial Centre,Q6405906,museu,,-1.930833,30.060833
RWA,Ruanda,Floresta Nyungwe,Q1356828,parque nacional,2023,-2.5282157,29.2758463
RWA,Ruanda,Murambi Genocide Memorial Centre,Q5964053,monumento comemorativo,,-2.4544,29.5684
RWA,Ruanda,"Memorial sites of the Genocide: Nyamata, Murambi, Gisozi and Bisesero",Q56293252,conjunto de estruturas ou edifícios,2023,-2.4555277777778,29.567722222222
RWA,Ruanda,"Memorial sites of the Genocide: Nyamata, Murambi, Gisozi and Bisesero",Q56293252,conjunto de estruturas ou edifícios,2012,-2.4555277777778,29.567722222222
RWA,Ruanda,Floresta Nyungwe,Q1356828,Área importante para as aves,2023,-2.5282157,29.2758463
SAU,Arábia Saudita,At-Turaif District,Q22687629,bairro,2010,24.733333,46.575556
SAU,Arábia Saudita,Qaryat al-Faw,Q2829327,sítio arqueológico,2015,19.7833,45.15
SAU,Arábia Saudita,Qaryat al-Faw,Q2829327,sítio arqueológico,2024,19.7833,45.15
SAU,Arábia Saudita,Bir Ḥimā,Q4915544,sítio arqueológico,2021,18.317,44.545
SAU,Arábia Saudita,Bir Ḥimā,Q4915544,sítio arqueológico,2021,18.249239,44.451839
SAU,Arábia Saudita,Bir Ḥimā,Q4915544,sítio arqueológico,2015,18.317,44.545
SAU,Arábia Saudita,Bir Ḥimā,Q4915544,sítio arqueológico,2015,18.249239,44.451839
SAU,Arábia Saudita,Arte rupestre na região de Ha’il,Q20643274,sítio arqueológico,2015,28.0,40.9
SAU,Arábia Saudita,Madain Saleh,Q27356,sítio arqueológico,2008,26.814166666667,37.9475
SAU,Arábia Saudita,'Uruq Bani Ma'arid,Q21994709,área protegida,2019,19.336944444444,45.903888888889
SAU,Arábia Saudita,'Uruq Bani Ma'arid,Q21994709,área protegida,2023,19.336944444444,45.903888888889
SAU,Arábia Saudita,"Al-Balad, Jeddah",Q4702264,espaço urbano,2014,21.4833,39.2
SAU,Arábia Saudita,At-Turaif District,Q22687629,objeto geográfico,2010,24.733333,46.575556
SAU,Arábia Saudita,Al-Ahsa,Q311341,paisagem cultural,2018,25.429444,49.621944
SAU,Arábia Saudita,Al-Ahsa,Q311341,cidade grande,2018,25.429444,49.621944
SAU,Arábia Saudita,Bir Ḥimā,Q4915544,grupo de áreas protegidas,2021,18.317,44.545
SAU,Arábia Saudita,Bir Ḥimā,Q4915544,grupo de áreas protegidas,2021,18.249239,44.451839
SAU,Arábia Saudita,Bir Ḥimā,Q4915544,grupo de áreas protegidas,2015,18.317,44.545
SAU,Arábia Saudita,Bir Ḥimā,Q4915544,grupo de áreas protegidas,2015,18.249239,44.451839
SDN,Sudão,Gebel Barkal and the Sites of the Napatan Region,Q15278408,grupo de áreas protegidas,2003,18.533333333333,31.816666666667
SDN,Sudão,Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,Q65937857,grupo de áreas protegidas,,19.7361,37.4431
SDN,Sudão,Archaeological Sites of the Island of Meroe,Q3962345,grupo,2011,16.93333333,33.71666667
SEN,Senegal,Goreia,Q244347,Património Mundial da Unesco,1978,14.666944444444,-17.398333333333
SEN,Senegal,Delta do Saloum,Q559363,Património Mundial da Unesco,1981,13.835277777778,-16.498611111111
SEN,Senegal,Delta do Saloum,Q559363,Património Mundial da Unesco,2011,13.835277777778,-16.498611111111
SEN,Senegal,Goreia,Q244347,ilha,1978,14.666944444444,-17.398333333333
SEN,Senegal,Island of Saint-Louis,Q1114640,ilha,2000,16.027780555556,-16.504438888889
SEN,Senegal,Island of Saint-Louis,Q1114640,ilha,2000,16.014796,-16.488762
SEN,Senegal,Delta do Saloum,Q559363,reserva da biosfera,1981,13.835277777778,-16.498611111111
SEN,Senegal,Delta do Saloum,Q559363,reserva da biosfera,2011,13.835277777778,-16.498611111111
SEN,Senegal,Parque Nacional de Niokolo-Koba,Q679891,reserva da biosfera,1981,13.074166666667,-12.722222222222
SEN,Senegal,Delta do Saloum,Q559363,delta,1981,13.835277777778,-16.498611111111
SEN,Senegal,Delta do Saloum,Q559363,delta,2011,13.835277777778,-16.498611111111
SEN,Senegal,Parque Nacional de Niokolo-Koba,Q679891,parque nacional,1981,13.074166666667,-12.722222222222
SEN,Senegal,Diorom Boumak,Q134522910,concheiro,,13.835277777778,-16.498611111111
SEN,Senegal,Island of Saint-Louis,Q1114640,ilha fluvial,2000,16.027780555556,-16.504438888889
SEN,Senegal,Island of Saint-Louis,Q1114640,ilha fluvial,2000,16.014796,-16.488762
SEN,Senegal,Goreia,Q244347,património cultural,1978,14.666944444444,-17.398333333333
SEN,Senegal,Stone Circles of Senegambia,Q98769058,área protegida,2006,,
SEN,Senegal,Goreia,Q244347,espaço urbano,1978,14.666944444444,-17.398333333333
SEN,Senegal,País Bassari,Q2916296,paisagem cultural,2012,12.593333333333,-12.845833333333
SEN,Senegal,Santuário Nacional de Aves de Djoudj,Q733676,,1977,16.45,-16.2
SEN,Senegal,Santuário Nacional de Aves de Djoudj,Q733676,,1981,16.45,-16.2
SGP,Singapura,Jardim Botânico de Singapura,Q3046409,jardim botânico,2015,1.3151,103.8162
SGP,Singapura,Jardim Botânico de Singapura,Q3046409,herbário,2015,1.3151,103.8162
SLB,Ilhas Salomão,Rennell Oriental,Q852433,atol elevado,1998,-11.683327777778,160.33332777778
SLB,Ilhas Salomão,Rennell Oriental,Q852433,ilha,1998,-11.683327777778,160.33332777778
SLE,Serra Leoa,Reserva Florestal Gola,Q1512159,parque nacional,2012,7.5,-10.983333333333
SLE,Serra Leoa,Reserva Florestal Gola,Q1512159,parque nacional,2025,7.5,-10.983333333333
SLE,Serra Leoa,Gola-Tiwai complex,Q127463879,Tiwai,,7.65,-10.866666666667
SLE,Serra Leoa,Gola-Tiwai complex,Q127463879,Reserva Florestal Gola,,7.65,-10.866666666667
SLE,Serra Leoa,Gola-Tiwai complex,Q127463879,Tiwai,,7.5333333333333,-11.35
SLE,Serra Leoa,Gola-Tiwai complex,Q127463879,Reserva Florestal Gola,,7.5333333333333,-11.35
SLE,Serra Leoa,Gola-Tiwai complex,Q127463879,Tiwai,,7.8,-10.666666666667
SLE,Serra Leoa,Gola-Tiwai complex,Q127463879,Reserva Florestal Gola,,7.8,-10.666666666667
SLE,Serra Leoa,Gola-Tiwai complex,Q127463879,Tiwai,,7.3666666666667,-11.2
SLE,Serra Leoa,Gola-Tiwai complex,Q127463879,Reserva Florestal Gola,,7.3666666666667,-11.2
SLV,El Salvador,Joya de Cerén,Q27985,sítio arqueológico,1993,13.827494444444,-89.356158333333
SMR,San Marino,San Marino Historic Centre and Mount Titano,Q15613336,espaço urbano,2008,43.93277778,12.45194444
SOM,Somália,World Heritage in Somalia,Q106185317,,,,
SRB,Sérvia,Mosteiro de Nossa Senhora de Lievixe,Q890652,catedral,2004,42.211388888889,20.735833333333
SRB,Sérvia,Mosteiro de Studenica,Q143042,mosteiro,1986,43.486722222222,20.531638888889
SRB,Sérvia,Gamzigrad,Q904128,povoamento humano,2007,43.899305555556,22.186166666667
SRB,Sérvia,Stari Ras and Sopoćani,Q10913999,povoamento humano,1979,43.11889,20.42278
SRB,Sérvia,Visoki Dečani,Q849517,sítio arqueológico,2004,42.546944444444,20.266388888889
SRB,Sérvia,Mosteiro de Nossa Senhora de Lievixe,Q890652,sítio arqueológico,2004,42.211388888889,20.735833333333
SRB,Sérvia,Visoki Dečani,Q849517,património histórico,2004,42.546944444444,20.266388888889
SRB,Sérvia,Mosteiro de Nossa Senhora de Lievixe,Q890652,património histórico,2004,42.211388888889,20.735833333333
SRB,Sérvia,Monumentos Medievais do Kosovo,Q1982106,conjunto de estruturas ou edifícios,2004,42.661111111111,20.265555555556
SRB,Sérvia,Mosteiro de Nossa Senhora de Lievixe,Q890652,igreja ortodoxa,2004,42.211388888889,20.735833333333
SRB,Sérvia,Stećci,Q29000652,grupo,2016,43.092213888889,17.924052777778
SUR,Suriname,Jodensavanne,Q648787,plantação,1998,5.4132770237679,-54.952979323445
SUR,Suriname,Jodensavanne,Q648787,plantação,2023,5.4132770237679,-54.952979323445
SUR,Suriname,Centro Histórico da Cidade de Paramaribo,Q2147036,centro histórico,2002,5.826,-55.15387
SUR,Suriname,Reserva Natural do Suriname Central,Q189934,floresta tropical,2000,4.0,-56.5
SUR,Suriname,Centro Histórico da Cidade de Paramaribo,Q2147036,espaço urbano,2002,5.826,-55.15387
SUR,Suriname,Jodensavanne,Q648787,povoamento humano,1998,5.4132770237679,-54.952979323445
SUR,Suriname,Jodensavanne,Q648787,povoamento humano,2023,5.4132770237679,-54.952979323445
SUR,Suriname,Reserva Natural do Suriname Central,Q189934,reserva natural,2000,4.0,-56.5
SVK,Eslováquia,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,área protegida,2007,49.0,15.0
SVK,Eslováquia,Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity,Q16912647,centro histórico,1993,48.46111,18.9
SVK,Eslováquia,Bardejov Town Conservation Reserve,Q17634781,centro histórico,2000,49.29333,21.27917
SVK,Eslováquia,Frontiers of the Roman Empire – The Danube Limes (Western Segment),Q108017566,conjunto de edifícios,2021,48.115,16.861
SVK,Eslováquia,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,grupo,2007,49.0,15.0
SVK,Eslováquia,Igrejas de madeira na parte eslovaca da zona dos Cárpatos,Q471717,grupo,2008,49.336111,19.558333
SVK,Eslováquia,"Levoča, Spiš Castle and the associated cultural monuments",Q6535830,grupo,1993,48.999444444444,20.7675
SVK,Eslováquia,Spiš Castle and the associated cultural monuments,Q61120261,grupo,1993,48.999444444444,20.7675
SVK,Eslováquia,Vlkolínec,Q392365,zona de cidade,1993,49.03888889,19.27833333
SVK,Eslováquia,Spišská Kapitula,Q1042821,zona de cidade,,49.000555555556,20.741111111111
SVK,Eslováquia,Spišská Kapitula,Q1042821,povoamento humano,,49.000555555556,20.741111111111
SVK,Eslováquia,Castelo de Spiš,Q205558,Ruína de Castelo,1993,49.000555555556,20.768333333333
SVK,Eslováquia,Grutas Cársicas de Aggtelek e da Eslováquia,Q608090,,1995,48.685555555556,20.9725
SVK,Eslováquia,Grutas Cársicas de Aggtelek e da Eslováquia,Q608090,,1995,48.4717767893,20.495324815298
SVK,Eslováquia,historical town of Banska Stiavnica and the technical monuments in its vicinity,Q61122251,,1993,48.46111,18.9
SVN,Eslovênia,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,área protegida,2007,49.0,15.0
SVN,Eslovênia,Grutas de Škocjan,Q500376,caverna,1999,45.665,13.99472
SVN,Eslovênia,Grutas de Škocjan,Q500376,caverna,2022,45.665,13.99472
SVN,Eslovênia,Grutas de Škocjan,Q500376,caverna,1986,45.665,13.99472
SVN,Eslovênia,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,grupo,2007,49.0,15.0
SVN,Eslovênia,Sítios palafíticos pré-históricos em redor dos Alpes,Q4580,grupo,2011,,
SVN,Eslovênia,Património do mercúrio. Almadén e Idrija,Q3370031,conjunto de estruturas ou edifícios,2012,45.97,13.947
SVN,Eslovênia,Património do mercúrio. Almadén e Idrija,Q3370031,conjunto de estruturas ou edifícios,2012,46.008,14.031
SVN,Eslovênia,Património do mercúrio. Almadén e Idrija,Q3370031,conjunto de estruturas ou edifícios,2012,46.003888888889,14.026666666667
SVN,Eslovênia,Património do mercúrio. Almadén e Idrija,Q3370031,conjunto de estruturas ou edifícios,2012,38.775,-4.8297222222222
SVN,Eslovênia,Património do mercúrio. Almadén e Idrija,Q3370031,conjunto de estruturas ou edifícios,2012,38.771805555556,-4.8341666666667
SVN,Eslovênia,Património do mercúrio. Almadén e Idrija,Q3370031,conjunto de estruturas ou edifícios,2012,38.775277777778,-4.8436111111111
SVN,Eslovênia,Património do mercúrio. Almadén e Idrija,Q3370031,conjunto de estruturas ou edifícios,2012,46.017,13.935
SVN,Eslovênia,Património do mercúrio. Almadén e Idrija,Q3370031,conjunto de estruturas ou edifícios,2012,46.003,13.914
SVN,Eslovênia,Património do mercúrio. Almadén e Idrija,Q3370031,conjunto de estruturas ou edifícios,2012,38.772777777778,-4.8313888888889
SVN,Eslovênia,Património do mercúrio. Almadén e Idrija,Q3370031,conjunto de estruturas ou edifícios,2012,38.7725,-4.8397222222222
SVN,Eslovênia,Património do mercúrio. Almadén e Idrija,Q3370031,conjunto de estruturas ou edifícios,2012,45.999,14.032
SVN,Eslovênia,Património do mercúrio. Almadén e Idrija,Q3370031,conjunto de estruturas ou edifícios,2012,45.976,13.928
SVN,Eslovênia,The works of Jože Plečnik in Ljubljana – Human Centred Urban Design,Q64494878,espaço urbano,2018,46.043333,14.502222
SVN,Eslovênia,The works of Jože Plečnik in Ljubljana – Human Centred Urban Design,Q64494878,conjunto de edifícios,2018,46.043333,14.502222
SVN,Eslovênia,The works of Jože Plečnik in Ljubljana – Human Centred Urban Design,Q64494878,espaço urbano,2021,46.043333,14.502222
SVN,Eslovênia,The works of Jože Plečnik in Ljubljana – Human Centred Urban Design,Q64494878,conjunto de edifícios,2021,46.043333,14.502222
SWE,Suécia,Arco Geodésico de Struve,Q192243,Património Mundial da Unesco,2005,52.289444444444,25.649444444444
SWE,Suécia,Hälsingegårdar,Q1642003,Património Mundial da Unesco,2012,61.707222222222,16.195833333333
SWE,Suécia,Estação de Rádio de Varberg,Q920206,estação de rádio,2004,57.113983,12.404417
SWE,Suécia,Estação de Rádio de Varberg,Q920206,estação de rádio,1996,57.113983,12.404417
SWE,Suécia,Estação de Rádio de Varberg,Q920206,estação de rádio,2004,57.113983,12.404417
SWE,Suécia,Gardens of Drottningholm Palace,Q28495970,parque,1991,59.320277777778,17.879444444444
SWE,Suécia,Palácio de Drottningholm,Q208559,museu,1935,59.321694,17.886383
SWE,Suécia,Palácio de Drottningholm,Q208559,museu,1991,59.321694,17.886383
SWE,Suécia,Skogskyrkogården,Q213988,cemitério,1994,59.275555555556,18.099444444444
SWE,Suécia,Palácio de Drottningholm,Q208559,atração turística,1935,59.321694,17.886383
SWE,Suécia,Palácio de Drottningholm,Q208559,atração turística,1991,59.321694,17.886383
SWE,Suécia,Aldeia paroquial de Gammelstad,Q1756286,atração turística,1996,65.64611,22.02861
SWE,Suécia,Chinese Pavilion at Drottningholm,Q2227225,atração turística,1991,59.31694444,17.87861111
SWE,Suécia,Drottningholm Palace Theatre,Q3058143,atração turística,1991,59.32306667,17.885
SWE,Suécia,Falun Mine,Q15107508,atração turística,1991,60.6004,15.615683
SWE,Suécia,Royal Domain of Drottningholm,Q28246887,atração turística,1991,59.321688888889,17.886380555556
SWE,Suécia,Stora Sjöfallet,Q1505447,parque nacional,1996,67.566898179054,17.993649696763
SWE,Suécia,High Coast/Kvarken Archipelago,Q10532185,objeto geográfico,2000,63.066666666667,20.45
SWE,Suécia,Palácio de Drottningholm,Q208559,conjunto de edifícios,1935,59.321694,17.886383
SWE,Suécia,Palácio de Drottningholm,Q208559,conjunto de edifícios,1991,59.321694,17.886383
SWE,Suécia,Estação de Rádio de Varberg,Q920206,conjunto de edifícios,2004,57.113983,12.404417
SWE,Suécia,Estação de Rádio de Varberg,Q920206,conjunto de edifícios,1996,57.113983,12.404417
SWE,Suécia,Estação de Rádio de Varberg,Q920206,conjunto de edifícios,2004,57.113983,12.404417
SWE,Suécia,Forjas de Engelsberg,Q936884,conjunto de edifícios,1974,59.969166666667,16.010277777778
SWE,Suécia,Forjas de Engelsberg,Q936884,conjunto de edifícios,1993,59.969166666667,16.010277777778
SWE,Suécia,Hälsingegårdar,Q1642003,conjunto de edifícios,2012,61.707222222222,16.195833333333
SWE,Suécia,Falun Mine,Q15107508,conjunto de edifícios,1991,60.6004,15.615683
SWE,Suécia,Arco Geodésico de Struve,Q192243,complexo de edifícios,2005,52.289444444444,25.649444444444
SWE,Suécia,Área da Lapónia,Q1137314,região geográfica,1996,67.33333,17.58333
SWE,Suécia,Palácio de Drottningholm,Q208559,bem cultural,1935,59.321694,17.886383
SWE,Suécia,Palácio de Drottningholm,Q208559,bem cultural,1991,59.321694,17.886383
SWE,Suécia,Aldeia paroquial de Gammelstad,Q1756286,bem cultural,1996,65.64611,22.02861
SWE,Suécia,Chinese Pavilion at Drottningholm,Q2227225,bem cultural,1991,59.31694444,17.87861111
SWE,Suécia,Drottningholm Palace Theatre,Q3058143,bem cultural,1991,59.32306667,17.885
