type_qid;type_label;root_qid;root_label
Q5193986;Cumberland and Westmorland wrestling;Q180684;military conflict
Q10718812;custody dispute;Q180684;military conflict
Q5196413;Customary freehold;Q180684;military conflict
Q101239385;customs war;Q180684;military conflict
Q5197745;Cyber electronic warfare;Q180684;military conflict
Q108864859;cyberwarfare and China;Q180684;military conflict
Q5197870;cyberwarfare by Russia;Q180684;military conflict
Q85755065;DARVO;Q645883;civil conflict
Q12540032;Daw;Q180684;military conflict
Q24887818;death match;Q180684;military conflict
Q25091704;Death penalty for Homosexuality;Q180684;military conflict
Q1344887;Decapitação (estratégia militar);Q180684;military conflict
Q1344887;Decapitação (estratégia militar);Q645883;civil conflict
Q1344887;Decapitação (estratégia militar);Q350604;battle
Q19930933;decision of the Supreme Court of Canada;Q180684;military conflict
Q96482904;decision of the Supreme Court of Sweden;Q180684;military conflict
Q129836865;Decisive documents by administrative reconsideration authorities;Q180684;military conflict
Q11552344;decisive warfare;Q180684;military conflict
Q11552344;decisive warfare;Q178561;rebellion
Q11552344;decisive warfare;Q645883;civil conflict
Q11552344;decisive warfare;Q350604;battle
Q121423280;deditio;Q180684;military conflict
Q9385839;deep cavalry raid;Q180684;military conflict
Q9385839;deep cavalry raid;Q178561;rebellion
Q9385839;deep cavalry raid;Q645883;civil conflict
Q9385839;deep cavalry raid;Q350604;battle
Q374696;Defenestrações de Praga;Q180684;military conflict
Q111114562;Defensive Counter Air;Q180684;military conflict
Q2518545;defensive war;Q198;war
Q2518545;defensive war;Q180684;military conflict
Q2518545;defensive war;Q350604;battle
Q5251508;deferred prosecution;Q180684;military conflict
Q843941;defesa antiaérea;Q180684;military conflict
Q5255065;demarcation dispute;Q180684;military conflict
Q5255897;democratic revolution;Q180684;military conflict
Q11547167;denka no watariryō;Q180684;military conflict
Q5259397;dental amalgam controversy;Q180684;military conflict
Q112651297;deportation of Jews;Q180684;military conflict
Q1191628;deportation of Jews from Germany;Q180684;military conflict
Q20053673;Desafio - Jiu Jitsu vs Luta Livre;Q180684;military conflict
Q3024254;Descabello;Q180684;military conflict
Q1182852;desert warfare;Q180684;military conflict
Q1345044;Desminagem;Q180684;military conflict
Q47217;desobediência civil;Q180684;military conflict
Q686984;Desordem civil;Q180684;military conflict
Q1929372;desporto sangrento;Q180684;military conflict
Q5267797;Devon wrestling;Q180684;military conflict
Q11555358;dharma discussion;Q180684;military conflict
Q16968855;Dharna;Q180684;military conflict
Q133802592;discurso de protesto;Q180684;military conflict
Q2447975;Disputa;Q180684;military conflict
Q1123131;disputa;Q180684;military conflict
Q1078001;disputa territorial;Q180684;military conflict
Q2912496;Disputas cristológicas;Q180684;military conflict
Q2405450;Disputas territoriais no mar da China Meridional;Q180684;military conflict
Q133859378;disputed territories of India;Q180684;military conflict
Q133819846;Disputes in China;Q180684;military conflict
Q133819844;Disputes in mainland China;Q180684;military conflict
Q124757;distúrbio;Q180684;military conflict
Q50433857;dive bombing;Q180684;military conflict
Q50433857;dive bombing;Q645883;civil conflict
Q50433857;dive bombing;Q350604;battle
Q104842164;DK-10;Q180684;military conflict
Q20076359;Dnipro (anti-air missile);Q180684;military conflict
Q207674;Docetismo;Q180684;military conflict
Q130259300;doctors' strike;Q180684;military conflict
Q133460191;documents authored by administrative reconsideration authorities;Q180684;military conflict
Q830494;Dogfight;Q180684;military conflict
Q110573458;Donald Trump rally;Q180684;military conflict
Q3308329;donkey vote;Q180684;military conflict
Q5296218;donkey-baiting;Q180684;military conflict
Q136443614;dopaminergic mismatch;Q180684;military conflict
Q109342426;Douyin-related controversies;Q180684;military conflict
Q328475;dragnet;Q645883;civil conflict
Q77597785;drug war;Q198;war
Q77597785;drug war;Q180684;military conflict
Q77597785;drug war;Q350604;battle
Q5311414;duck-baiting;Q180684;military conflict
Q191503;duelo;Q180684;military conflict
Q444694;Dumog;Q180684;military conflict
Q2905670;Dúvida razoável;Q180684;military conflict
Q2525814;early modern warfare;Q180684;military conflict
Q4530410;economic blockade;Q645883;civil conflict
Q19710363;Economic Information Warfare;Q180684;military conflict
Q764327;edit war;Q180684;military conflict
Q109591810;egg fried rice protests;Q180684;military conflict
Q21886655;El tren de la libertad;Q180684;military conflict
Q5358340;electronic civil disobedience;Q180684;military conflict
Q125888468;electronic warfare training;Q180684;military conflict
Q61357727;Elephant duel;Q180684;military conflict
Q111951768;Elevator Strikes;Q180684;military conflict
Q989265;embargo;Q180684;military conflict
Q4793859;embargo de armas;Q180684;military conflict
Q680838;emboscada;Q645883;civil conflict
Q2992546;emotional conflict;Q180684;military conflict
Q1160214;Encierro;Q180684;military conflict
Q104519344;Encierros de Guadalajara;Q180684;military conflict
Q124329045;enemy base attack ability;Q180684;military conflict
Q124329045;enemy base attack ability;Q645883;civil conflict
Q124329045;enemy base attack ability;Q350604;battle
Q48767773;Engajamento militar;Q180684;military conflict
Q48767773;Engajamento militar;Q178561;rebellion
Q48767773;Engajamento militar;Q645883;civil conflict
Q48767773;Engajamento militar;Q350604;battle
Q2832578;Engano militar;Q645883;civil conflict
Q5378545;English feudal barony;Q180684;military conflict
Q16192025;Ensinos católicos sobre heresia;Q180684;military conflict
Q902927;entomological warfare;Q180684;military conflict
Q116004036;environmental protest;Q180684;military conflict
Q1124012;erro judicial;Q180684;military conflict
Q192909;escândalo;Q180684;military conflict
Q21996358;escândalo corporativo;Q180684;military conflict
Q18343076;escândalo de corrupção;Q180684;military conflict
Q70152878;escândalo desportivo;Q180684;military conflict
Q3107784;escândalo jornalístico;Q180684;military conflict
Q934744;escândalo político;Q180684;military conflict
Q997267;escaramuça;Q180684;military conflict
Q997267;escaramuça;Q178561;rebellion
Q997267;escaramuça;Q645883;civil conflict
Q997267;escaramuça;Q350604;battle
Q5945014;Esgrima crioula;Q180684;military conflict
Q1967324;esquizofrenia progressiva;Q180684;military conflict
Q472298;Estados Unidos vs. La Amistad;Q180684;military conflict
Q706243;Estatuto da República da China;Q180684;military conflict
Q3059026;Estocada;Q180684;military conflict
Q130307730;Ethically disputed business practices;Q180684;military conflict
Q3588250;ethnic riot;Q180684;military conflict
Q1371470;etnocídio;Q180684;military conflict
Q63088843;EU Capacity Building Mission;Q645883;civil conflict
Q16467788;EU mission;Q645883;civil conflict
Q699417;EUFOR;Q645883;civil conflict
Q63088922;European Union Advisory Mission;Q645883;civil conflict
Q63088829;European Union Border Assistance Mission;Q645883;civil conflict
Q63088967;European Union Integrated Rule of Law Missio;Q645883;civil conflict
Q63088929;European Union Naval Forces;Q645883;civil conflict
Q63088934;European Union Police Mission;Q645883;civil conflict
Q1276245;European Union Rule of Law Mission;Q645883;civil conflict
Q63088946;European Union security sector reform mission;Q645883;civil conflict
Q29913079;European Union Training Mission;Q645883;civil conflict
Q261985;Evala;Q180684;military conflict
Q8038643;execução injusta;Q180684;military conflict
Q357104;exercício militar;Q645883;civil conflict
Q16935379;Exercise Able Archer;Q645883;civil conflict
Q45311815;Exercise Bersama Lima;Q645883;civil conflict
Q45311841;Exercise Bersama Shield;Q645883;civil conflict
Q45386330;Exercise Cooperation Spirit;Q645883;civil conflict
Q28406203;Exercise Croix du Sud;Q645883;civil conflict
Q129254874;Exercise Garuda;Q645883;civil conflict
Q3108944;Exercise Global Guardian;Q645883;civil conflict
Q109535947;Exercise Green Dagger;Q645883;civil conflict
Q45385407;Exercise Lightning Focus;Q645883;civil conflict
Q5420038;Exercise Pitch Black;Q645883;civil conflict
Q101583461;Exercise Slavic Brotherhood;Q645883;civil conflict
Q133836565;Exercise Southern Jackaroo;Q645883;civil conflict
Q45333534;Exercise Southern Tiger;Q645883;civil conflict
Q5420046;Exercise Talisman Sabre;Q645883;civil conflict
Q129254754;Exercise Tarang Shakti;Q645883;civil conflict
Q2509088;Exercise Valiant Shield;Q645883;civil conflict
Q20711462;Exhibition fight;Q180684;military conflict
Q582956;expedição punitiva;Q645883;civil conflict
Q39086821;explosão de críticas;Q180684;military conflict
Q1428579;Exportação da revolução;Q180684;military conflict
Q878794;expulsions and exoduses of Jews;Q180684;military conflict
Q1609633;extraction;Q645883;civil conflict
Q1549399;Extraterrestrial real estate;Q180684;military conflict
Q124828395;faction fighting;Q180684;military conflict
Q4038589;Fairey Stooge;Q180684;military conflict
Q5432397;Falling on a grenade;Q180684;military conflict
Q55492423;family conflict;Q180684;military conflict
Q3740152;Fatti di Innsbruck;Q180684;military conflict
Q5438161;fault line war;Q198;war
Q5438161;fault line war;Q180684;military conflict
Q5438161;fault line war;Q350604;battle
Q10280357;Favelas na cidade de São Paulo;Q180684;military conflict
Q8960966;Favelas na cidade do Rio de Janeiro;Q180684;military conflict
Q693827;favelas no brasil;Q180684;military conflict
Q130631678;Federal Court of Australia case;Q180684;military conflict
Q21978021;federal war;Q198;war
Q21978021;federal war;Q180684;military conflict
Q21978021;federal war;Q350604;battle
Q125870673;feint;Q645883;civil conflict
Q22124045;Feminist Self Defense;Q180684;military conflict
Q123310602;ferret mission;Q645883;civil conflict
Q16836659;feudal land tenure in England;Q180684;military conflict
Q632475;Feuerlilie;Q180684;military conflict
Q125887683;fictional armed conflict;Q180684;military conflict
Q15707521;fictional battle;Q180684;military conflict
Q125887753;fictional military action or armed conflict;Q180684;military conflict
Q125889355;fictional violent conflict;Q180684;military conflict
Q17198419;fictional war;Q180684;military conflict
Q1714297;field training exercise;Q645883;civil conflict
Q107504166;fifth-generation warfare;Q180684;military conflict
Q5447880;Fighting Cholitas;Q180684;military conflict
Q132167738;Fighting of the Ocean Coast Army rally;Q180684;military conflict
Q132167738;Fighting of the Ocean Coast Army rally;Q178561;rebellion
Q132167738;Fighting of the Ocean Coast Army rally;Q645883;civil conflict
Q132167738;Fighting of the Ocean Coast Army rally;Q350604;battle
Q1388613;FIM-43 Redeye;Q180684;military conflict
Q223697;FIM-92 Stinger;Q180684;military conflict
Q3072784;fireforce;Q645883;civil conflict
Q11396575;first battle;Q180684;military conflict
Q11396575;first battle;Q178561;rebellion
Q11396575;first battle;Q645883;civil conflict
Q11396575;first battle;Q350604;battle
Q1208337;first strike;Q180684;military conflict
Q1208337;first strike;Q645883;civil conflict
Q1208337;first strike;Q350604;battle
Q133274127;First-instance court cases in mainland China;Q180684;military conflict
Q12050454;fish fight;Q180684;military conflict
Q27031692;fist fight;Q180684;military conflict
Q70998750;fist-fighting;Q180684;military conflict
Q1984664;fizzle;Q645883;civil conflict
Q5426001;FJ ABM;Q180684;military conflict
Q10282703;Flak;Q180684;military conflict
Q3073511;Fleet Problems;Q645883;civil conflict
Q3275749;fleet review;Q645883;civil conflict
Q704383;Fliegerfaust;Q180684;military conflict
Q28733268;Fliegerfaust;Q180684;military conflict
Q136384550;flotilla;Q180684;military conflict
Q1517239;FN-6;Q180684;military conflict
Q5463796;Foal Eagle;Q645883;civil conflict
Q1303061;fogo amigo;Q180684;military conflict
Q1303061;fogo amigo;Q645883;civil conflict
Q1303061;fogo amigo;Q350604;battle
Q5465517;food riot;Q180684;military conflict
Q8564321;Food riots in the Middle East;Q180684;military conflict
Q1671228;food scandal;Q180684;military conflict
Q5467543;forced sale;Q180684;military conflict
Q23021792;forced sterilization of the deaf;Q180684;military conflict
Q28456918;foreign electoral intervention;Q645883;civil conflict
Q23015264;Foreign missions of the Czech Air Force;Q645883;civil conflict
Q100332920;forest walk;Q180684;military conflict
Q2976102;fourth-generation warfare;Q180684;military conflict
Q2976102;fourth-generation warfare;Q350604;battle
Q5476832;Fox News controversies;Q180684;military conflict
Q5490609;frankalmoin;Q180684;military conflict
Q5500839;freedom suit;Q180684;military conflict
Q2665700;French nuclear tests;Q645883;civil conflict
Q842332;frente de batalha;Q180684;military conflict
Q842332;frente de batalha;Q350604;battle
Q60674974;Fridays for Future;Q180684;military conflict
Q111364530;Fridays for Future Russia;Q180684;military conflict
Q104245439;Fridays for Future Sweden;Q180684;military conflict
Q111364537;Fridays for Future Ukraine;Q180684;military conflict
Q5504094;friendly suit;Q180684;military conflict
Q637160;Frisian participation in the Crusades;Q180684;military conflict
Q637160;Frisian participation in the Crusades;Q645883;civil conflict
Q637160;Frisian participation in the Crusades;Q350604;battle
Q11456124;Fuji Firepower Review;Q645883;civil conflict
Q64158;Funda de Davi;Q180684;military conflict
Q965093;Fundamentalismo Mórmon;Q180684;military conflict
Q4493460;Funryu;Q180684;military conflict
Q10288113;Galhofa;Q180684;military conflict
Q116196470;garbage collectors' strike;Q180684;military conflict
Q108167241;Gatta gusthi;Q180684;military conflict
Q5962003;Gauntlet;Q180684;military conflict
Q2416571;gekokujō;Q180684;military conflict
Q12018141;general attack;Q180684;military conflict
Q12018141;general attack;Q645883;civil conflict
Q12018141;general attack;Q350604;battle
Q9266805;general battle;Q180684;military conflict
Q9266805;general battle;Q178561;rebellion
Q9266805;general battle;Q645883;civil conflict
Q9266805;general battle;Q350604;battle
Q4122592;generations of warfare;Q180684;military conflict
Q123660539;genocide committed by Russia;Q180684;military conflict
Q135455936;Genocides in history;Q180684;military conflict
Q41397;genocídio;Q180684;military conflict
Q5533462;genocídio dos povos indígenas;Q180684;military conflict
Q108733451;Genocídio indígena nos Estados Unidos;Q180684;military conflict
Q113165548;genocídio transgénero;Q180684;military conflict
Q17029088;Genocídio utilitário;Q180684;military conflict
Q104901608;Genocídios otomanos tardios;Q180684;military conflict
Q12018162;geophysical warfare;Q180684;military conflict
Q96379411;German Intercept Station Operations during World War II;Q645883;civil conflict
Q106223176;ghazawat;Q180684;military conflict
Q106223176;ghazawat;Q645883;civil conflict
Q106223176;ghazawat;Q350604;battle
Q6000336;ghazwa;Q198;war
Q6000336;ghazwa;Q180684;military conflict
Q6000336;ghazwa;Q350604;battle
Q4137764;Ghetto Liubča;Q180684;military conflict
Q16914253;ghettoization and deportation of the Hungarian rural Jewry;Q180684;military conflict
Q124963252;Ghost town day;Q180684;military conflict
Q11972165;gladiator games;Q180684;military conflict
Q23580679;GMO conspiracy theories;Q180684;military conflict
Q131293533;Gollion witchcraft trials;Q180684;military conflict
Q10290435;golpe branco;Q180684;military conflict
Q45382;golpe de Estado;Q180684;military conflict
Q3449092;golpe militar;Q180684;military conflict
Q8964625;golpe palaciano;Q180684;military conflict
Q8964629;Golpes de Estado na Venezuela;Q180684;military conflict
Q1546073;Golpismo;Q645883;civil conflict
Q19863859;Google litigation;Q180684;military conflict
Q11489110;goryōsho;Q180684;military conflict
Q3088619;Gouren;Q180684;military conflict
Q5588655;government-organized demonstration;Q180684;military conflict
Q130318015;goyesca bullfighting of Ronda;Q180684;military conflict
Q2997942;goyesca-style bullfighting;Q180684;military conflict
Q18609332;grand jury hearing;Q180684;military conflict
Q5596010;Grannygate;Q180684;military conflict
Q906297;grappling;Q180684;military conflict
Q49776;greve;Q180684;military conflict
Q3118387;greve de sexo;Q180684;military conflict
Q49775;greve geral;Q180684;military conflict
Q1198713;greve selvagem;Q180684;military conflict
Q54866660;Greves dos trabalhadores da educação nos Estados Unidos em 2018–2019;Q180684;military conflict
Q2337859;Grom;Q180684;military conflict
Q19254021;Ground-Based Interceptor;Q180684;military conflict
Q1140599;Ground-Based Midcourse Defense;Q180684;military conflict
Q5610846;ground-controlled interception;Q180684;military conflict
Q17091170;group conflict;Q180684;military conflict
Q113303442;grypomachy;Q180684;military conflict
Q113303442;grypomachy;Q178561;rebellion
Q113303442;grypomachy;Q645883;civil conflict
Q113303442;grypomachy;Q350604;battle
Q1487366;GTR-18 Smokey SAM;Q180684;military conflict
Q198;guerra;Q198;war
Q12786121;guerra;Q180684;military conflict
Q198;guerra;Q180684;military conflict
Q198;guerra;Q350604;battle
Q471145;guerra aérea;Q180684;military conflict
Q4688044;Guerra aérea na Guerra de Inverno;Q180684;military conflict
Q348120;Guerra anfíbia;Q180684;military conflict
Q1073579;guerra antissubmarino;Q180684;military conflict
Q316936;guerra antitanque;Q198;war
Q316936;guerra antitanque;Q180684;military conflict
Q316936;guerra antitanque;Q350604;battle
Q8242560;guerra biológica;Q180684;military conflict
Q1608736;guerra cambial;Q180684;military conflict
Q8465;guerra civil;Q198;war
Q8465;guerra civil;Q180684;military conflict
Q8465;guerra civil;Q350604;battle
Q10292596;Guerra Civil no Chipre;Q180684;military conflict
Q2659056;guerra colonial;Q198;war
Q2659056;guerra colonial;Q180684;military conflict
Q2659056;guerra colonial;Q350604;battle
Q692412;Guerra comercial;Q180684;military conflict
Q429245;guerra convencional;Q198;war
Q429245;guerra convencional;Q180684;military conflict
Q429245;guerra convencional;Q350604;battle
Q3480226;Guerra cultural;Q180684;military conflict
Q911036;guerra da informação;Q180684;military conflict
Q1348385;guerra da sucessão;Q198;war
Q1348385;guerra da sucessão;Q180684;military conflict
Q1348385;guerra da sucessão;Q350604;battle
Q474138;guerra de agressão;Q180684;military conflict
Q752646;Guerra de Aniquilação;Q198;war
Q752646;Guerra de Aniquilação;Q180684;military conflict
Q752646;Guerra de Aniquilação;Q350604;battle
Q232777;Guerra de duas frentes;Q198;war
Q232777;Guerra de duas frentes;Q180684;military conflict
Q232777;Guerra de duas frentes;Q350604;battle
Q831550;guerra de exaustão;Q180684;military conflict
Q1437482;guerra de formatos;Q180684;military conflict
Q21994376;guerra de independência;Q198;war
Q21994376;guerra de independência;Q180684;military conflict
Q21994376;guerra de independência;Q350604;battle
Q1006311;guerra de libertação nacional;Q198;war
Q1006311;guerra de libertação nacional;Q180684;military conflict
Q1006311;guerra de libertação nacional;Q350604;battle
Q6653224;Guerra de litoral;Q180684;military conflict
Q88222;guerra de túnel;Q180684;military conflict
Q2454921;Guerra e armamento da Antiguidade;Q180684;military conflict
Q71266556;guerra e conflitos armados;Q180684;military conflict
Q2296073;Guerra econômica;Q180684;military conflict
Q272826;guerra eletrónica;Q180684;military conflict
Q4379451;Guerra em clima frio;Q180684;military conflict
Q5376043;guerra endêmica;Q180684;military conflict
Q1190578;Guerra espacial;Q180684;military conflict
Q11682252;Guerra expedicionária;Q180684;military conflict
Q4176199;guerra fria;Q180684;military conflict
Q8683;Guerra Fria;Q180684;military conflict
Q5953349;Guerra Híbrida;Q198;war
Q5953349;Guerra Híbrida;Q180684;military conflict
Q5953349;Guerra Híbrida;Q350604;battle
Q131543987;Guerra híbrida russa;Q198;war
Q131543987;Guerra híbrida russa;Q180684;military conflict
Q131543987;Guerra híbrida russa;Q350604;battle
Q568312;guerra mecanizada;Q180684;military conflict
Q1348131;Guerra Moderna;Q198;war
Q1348131;Guerra Moderna;Q180684;military conflict
Q1348131;Guerra Moderna;Q350604;battle
Q103495;guerra mundial;Q198;war
Q103495;guerra mundial;Q180684;military conflict
Q103495;guerra mundial;Q350604;battle
Q655045;guerra na idade média;Q180684;military conflict
Q2454605;Guerra na Pré-História;Q198;war
Q2454605;Guerra na Pré-História;Q180684;military conflict
Q2454605;Guerra na Pré-História;Q350604;battle
Q1342628;guerra não convencional;Q198;war
Q1342628;guerra não convencional;Q180684;military conflict
Q1342628;guerra não convencional;Q350604;battle
Q7883019;guerra não declarada;Q198;war
Q7883019;guerra não declarada;Q180684;military conflict
Q7883019;guerra não declarada;Q350604;battle
Q876274;guerra naval;Q180684;military conflict
Q201424;guerra nuclear;Q198;war
Q201424;guerra nuclear;Q180684;military conflict
Q201424;guerra nuclear;Q350604;battle
Q17143698;guerra panfletária;Q180684;military conflict
Q7225141;Guerra política;Q180684;military conflict
Q864113;guerra por procuração;Q198;war
Q864113;guerra por procuração;Q180684;military conflict
Q864113;guerra por procuração;Q350604;battle
Q969619;guerra preventiva;Q198;war
Q969619;guerra preventiva;Q180684;military conflict
Q969619;guerra preventiva;Q350604;battle
Q163698;guerra psicológica;Q180684;military conflict
Q483610;guerra química;Q180684;military conflict
Q3512464;Guerra radiológica;Q180684;military conflict
Q1827102;guerra religiosa;Q198;war
Q1827102;guerra religiosa;Q180684;military conflict
Q1827102;guerra religiosa;Q350604;battle
Q13573188;guerra santa;Q198;war
Q13573188;guerra santa;Q180684;military conflict
Q13573188;guerra santa;Q350604;battle
Q1119089;guerra submarina irrestrita;Q180684;military conflict
Q11682254;Guerra suja;Q198;war
Q11682254;Guerra suja;Q180684;military conflict
Q11682254;Guerra suja;Q350604;battle
Q1190472;Guerra terrestre;Q198;war
Q1190472;Guerra terrestre;Q180684;military conflict
Q1190472;Guerra terrestre;Q350604;battle
Q154605;guerra total;Q198;war
Q154605;guerra total;Q180684;military conflict
Q154605;guerra total;Q350604;battle
Q860251;guerra urbana;Q180684;military conflict
Q2490042;Guerras de religião na Europa;Q198;war
Q2490042;Guerras de religião na Europa;Q180684;military conflict
Q2490042;Guerras de religião na Europa;Q350604;battle
Q1758829;guerrilha urbana;Q180684;military conflict
Q2889695;guillotine choke;Q180684;military conflict
Q10379715;Gulesh;Q180684;military conflict
Q4845233;hadaka jime;Q180684;military conflict
Q15898861;Han Kuang Exercise;Q645883;civil conflict
Q26885514;hard case;Q180684;military conflict
Q2707048;hardcore wrestling;Q180684;military conflict
Q123924201;Hardpoint;Q180684;military conflict
Q260690;hare hunting;Q180684;military conflict
Q63466832;health scandal;Q180684;military conflict
Q11482422;Heike mokkanryō;Q180684;military conflict
Q2089968;Hell in a Cell;Q180684;military conflict
Q1545104;Henschel Hs 117;Q180684;military conflict
Q5736070;Herbicidal warfare;Q180684;military conflict
Q160598;heresia;Q180684;military conflict
Q16050150;Herz-9;Q180684;military conflict
Q64796768;High Court of Australia case;Q180684;military conflict
Q48817613;high explosive nuclear effects testing;Q645883;civil conflict
Q3780403;high-altitude nuclear explosion;Q645883;civil conflict
Q5629656;high-to-medium air defence;Q180684;military conflict
Q5759962;highway revolt;Q180684;military conflict
Q21070764;highway revolts in the United States;Q180684;military conflict
Q193814;Hinaiana;Q180684;military conflict
Q491502;hip hop rivalry;Q180684;military conflict
Q20988259;HISAR;Q180684;military conflict
Q17112061;history of professional wrestling;Q180684;military conflict
Q4040282;HN-5;Q180684;military conflict
Q1474788;holmgang;Q180684;military conflict
Q125545102;Holocaust by bullets;Q180684;military conflict
Q12364047;Holocaust in Pärnu;Q180684;military conflict
Q61927259;Holocaust train journey;Q180684;military conflict
Q2763;Holocausto;Q180684;military conflict
Q1867101;Holocausto na Bélgica;Q180684;military conflict
Q2278817;Holocausto na Holanda;Q180684;military conflict
Q1752358;Holocausto na Lituânia;Q180684;military conflict
Q2587808;Holocausto na Polônia;Q180684;military conflict
Q4499410;Holocausto na Ucrânia;Q180684;military conflict
Q18486913;Hong Qi;Q180684;military conflict
Q11926032;honor regalis;Q180684;military conflict
Q1525203;honour;Q180684;military conflict
Q61060197;hooliganism i Denmark;Q180684;military conflict
Q219954;hooliganismo;Q180684;military conflict
Q23036198;hostage-rescue mission;Q645883;civil conflict
Q18487144;HQ-1;Q180684;military conflict
Q17032968;HQ-10;Q180684;military conflict
Q4040299;HQ-12;Q180684;military conflict
Q4040298;HQ-16;Q180684;military conflict
Q104036493;HQ-17;Q180684;military conflict
Q18487157;HQ-2;Q180684;military conflict
Q60850345;HQ-26;Q180684;military conflict
Q2599549;HQ-61;Q180684;military conflict
Q4040300;HQ-64;Q180684;military conflict
Q1152032;HQ-7;Q180684;military conflict
Q169261;HQ-9;Q180684;military conflict
Q3752418;Huelga a la japonesa;Q180684;military conflict
Q5936738;human-baiting;Q180684;military conflict
Q124150517;human-carnivore conflict;Q180684;military conflict
Q5936811;human–wildlife conflict;Q180684;military conflict
Q5955729;hyena-baiting;Q180684;military conflict
Q124042044;hypothetical war;Q198;war
Q124042044;hypothetical war;Q180684;military conflict
Q124042044;hypothetical war;Q350604;battle
Q1151655;IDAS;Q180684;military conflict
Q85850751;Identicide;Q180684;military conflict
Q3442035;identity cleansing;Q180684;military conflict
Q104741931;ideological rivalry;Q180684;military conflict
Q10299828;Idjassú;Q180684;military conflict
Q112073322;Igbo Traditional Wrestling (Mgba);Q180684;military conflict
Q8191556;ikki;Q180684;military conflict
Q8191556;ikki;Q645883;civil conflict
Q8191556;ikki;Q350604;battle
Q947533;Ikko-ikki;Q180684;military conflict
Q947533;Ikko-ikki;Q645883;civil conflict
Q947533;Ikko-ikki;Q350604;battle
Q131917674;ilhad;Q180684;military conflict
Q17122930;impasse;Q180684;military conflict
Q41086;Impasse mexicano;Q180684;military conflict
Q480498;impeachment;Q180684;military conflict
Q3731370;Impeachment in Norway;Q180684;military conflict
Q4340041;impeachment in Russia;Q180684;military conflict
Q105320378;Impeachment in South Africa;Q180684;military conflict
Q17003182;Impeachment in the Philippines;Q180684;military conflict
Q55262446;Impeachment in Ukraine;Q180684;military conflict
Q25422198;impeachment no Brasil;Q180684;military conflict
Q3149408;Impeachment no Reino Unido;Q180684;military conflict
Q1949797;impeachment nos Estados Unidos;Q180684;military conflict
Q1456466;Imposição da paz;Q645883;civil conflict
Q6014004;Inbuan wrestling;Q180684;military conflict
Q11371169;incident;Q180684;military conflict
Q705043;Incident of 1873;Q180684;military conflict
Q133865830;India-Bangladesh border clashes;Q180684;military conflict
Q133865830;India-Bangladesh border clashes;Q350604;battle
Q864874;Indian Ballistic Missile Defence Programme;Q180684;military conflict
Q104386849;Indigo;Q180684;military conflict
Q3532270;indoor bullfighting;Q180684;military conflict
Q628191;industrial action;Q180684;military conflict
Q2290702;Industrial warfare;Q180684;military conflict
Q91679040;infantry command;Q180684;military conflict
Q63101742;infantry warfare;Q180684;military conflict
Q18600568;Information Operations;Q180684;military conflict
Q118575041;inquisitorial ＆ adversarial system;Q180684;military conflict
Q25113091;Institutionalized Riot Systems;Q180684;military conflict
Q1323212;insurgência;Q180684;military conflict
Q1323212;insurgência;Q350604;battle
Q2996100;intactivismo;Q180684;military conflict
Q5974529;intelligence, surveillance, target acquisition, and reconnaissance;Q180684;military conflict
Q331435;interdição aérea;Q180684;military conflict
Q331435;interdição aérea;Q645883;civil conflict
Q331435;interdição aérea;Q350604;battle
Q6046081;interdiction;Q645883;civil conflict
Q115364762;interest dispute;Q180684;military conflict
Q15820262;intergroup conflict;Q180684;military conflict
Q109311521;internal armed conflict;Q180684;military conflict
Q109311521;internal armed conflict;Q350604;battle
Q10860599;internal conflict;Q180684;military conflict
Q11422542;international conflict;Q180684;military conflict
Q118279225;international tensions;Q180684;military conflict
Q9813868;interpersonal conflict;Q180684;military conflict
Q2661982;interstellar war;Q198;war
Q2661982;interstellar war;Q180684;military conflict
Q2661982;interstellar war;Q350604;battle
Q5919191;intervenção armada;Q180684;military conflict
Q5919191;intervenção armada;Q645883;civil conflict
Q5919191;intervenção armada;Q350604;battle
Q16140900;intervenções militares de Cuba;Q180684;military conflict
Q16140900;intervenções militares de Cuba;Q645883;civil conflict
Q16140900;intervenções militares de Cuba;Q350604;battle
Q1753200;Intifada;Q180684;military conflict
Q1753200;Intifada;Q350604;battle
Q15820347;intragroup conflict;Q180684;military conflict
Q467011;invasão;Q180684;military conflict
Q467011;invasão;Q645883;civil conflict
Q467011;invasão;Q350604;battle
Q2086638;invasions in Europe;Q180684;military conflict
Q2086638;invasions in Europe;Q645883;civil conflict
Q2086638;invasions in Europe;Q350604;battle
Q6061147;invisible class empire;Q180684;military conflict
Q6578437;Iran and state-sponsored terrorism;Q645883;civil conflict
Q135287525;Iranian influence operations in the UK;Q198;war
Q135287525;Iranian influence operations in the UK;Q180684;military conflict
Q135287525;Iranian influence operations in the UK;Q350604;battle
Q112855977;Işık;Q645883;civil conflict
Q31070346;Israel e o terrorismo patrocinado pelo Estado;Q645883;civil conflict
Q97451722;Israeli Central Elections Committee Chairperson decision;Q180684;military conflict
Q98517089;Israeli criminal procedure;Q180684;military conflict
Q97451302;Israeli district court decision;Q180684;military conflict
Q97451648;Israeli magistrate court decision;Q180684;military conflict
Q16987800;jackal coursing;Q180684;military conflict
Q708992;Japanese history textbook controversies;Q180684;military conflict
Q17051901;Japanese military operations other than war;Q645883;civil conflict
Q110760892;Japanese naval bombardments of North America during World War II;Q180684;military conflict
